order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,AR_H_COMMIT_TIMESTAMP,OP
d3123a8def350af103d31c2026666c25,1,10ee3576fcc55c71728a897eed8d2f95,f97e2b0650c2068227e1d366140eb62f,2018-09-04 18:15:16,33.0,23.03,2018-08-18 18:04:29,I
9a39823cabf87305e23b619a5636920d,1,9b66a0b840c26c4866696a55f795fc06,14a08204d03bb6b6bde8029f801ae0eb,2018-08-24 18:35:08,15.9,15.23,2018-08-18 18:22:07,I
614c0b4b5169af9eb895bc8aefe5a418,1,145978af3e89b318be0b717a0953649a,18e694e0e48ed6f7aa3f24aade5fd697,2018-08-22 18:49:24,20.9,12.81,2018-08-18 18:26:41,I
ea33cd2abf7b7fd6896e52eeb87c8ac2,1,1522589c64efd46731d3522568e5bc83,28405831a29823802aa22c084cfd0649,2018-08-24 18:49:21,35.0,19.44,2018-08-18 18:29:46,I
bcc7f6ccd348b4d5bf8f4f7f63d4b7ef,1,e31c5933157c3e4134a0f536f7bcc14e,594f9aaa48e5bf431f011ddc5669b0d5,2018-08-21 18:49:26,49.9,16.54,2018-08-18 18:30:33,I
46c0b3ab3b1d05b0f8af19f0100a33c4,1,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,2018-08-21 18:49:26,330.0,39.22,2018-08-18 18:37:12,I
4aa1a55da45bb1b3b091aba5f4e37783,1,06edb72f1e0c64b14c5b79353f7abea3,391fc6631aebcf3004804e51b40bcf1e,2018-08-23 19:09:33,38.79,12.93,2018-08-18 18:37:46,I
2e9eb4c2f3b354abe0e2c0f0e1d528d6,1,769083fbf5eb9f3f132a633cc9809388,1b938a7ec6ac5061a66a3766e0e75f90,2018-08-21 19:09:29,89.8,41.27,2018-08-18 18:46:34,I
96d89a80126756983acb2d1bfbd97117,1,bb191b58fe5bc5a220db96fd387655c2,2e90cb1677d35cfe24eef47d441b7c87,2018-08-21 19:09:33,189.9,45.68,2018-08-18 18:47:24,I
8fec3000dd1edabf27f78ee06f3abebe,1,3e34352aa9c04170d941a9a8c6a895bb,3361277dc30b7cccdb0c286b24219756,2018-08-22 19:09:31,95.72,22.6,2018-08-18 18:48:25,I
1d4fef737d9b6c214e13e92ae014018f,1,8370300e444c4394d3c3f878606a9601,4869f7a5dfa277a7dca6462dcf3b52b2,2018-08-21 19:09:40,299.9,14.76,2018-08-18 18:50:32,I
02c9fa29186a8d00b3e73d3837ea40e5,2,caa526308abc9a77d0c56869139dbae9,6061155addc1e54b4cfb51c1c2a32ad8,2018-08-21 19:09:45,19.0,18.25,2018-08-18 18:52:16,I
02c9fa29186a8d00b3e73d3837ea40e5,1,f63e5eb82736ac58d9d286f64fe5c44f,08ad4ac1388e4420ca531c3edfc46198,2018-08-22 19:09:45,25.99,18.25,2018-08-18 18:52:16,I
d75e6a846d4aa0cfed378238a9147689,1,12acdab5736a2cbddfce65059918826c,bca9230d3bbb4efa51872bf605a2f1ad,2018-08-30 04:50:15,25.0,18.28,2018-08-18 18:56:33,I
a66196d313e431749d0ac48fe827ab1b,1,a35a9f46dcee0a67c8c7ad8493eb4135,85d9eb9ddc5d00ca9336a2219c97bb13,2018-08-30 19:10:09,24.9,16.36,2018-08-18 19:00:55,I
1724ccd8176515fc4b2676226b895ea1,1,0820af09ddc75b84841b1fab4da4be9b,d91fb3b7d041e83b64a00a3edfb37e4f,2018-08-23 19:30:16,11.55,7.87,2018-08-18 19:11:09,I
4e9909164c9d3f4d58d9428b6e09d523,1,7814c273ab16783d73a9863ebfa8b141,1025f0e2d44d7041d6cf58b6550e0bfa,2018-08-24 19:30:09,230.0,80.33,2018-08-18 19:14:55,I
e2cdd25091607dcc893bb86f3ce52b26,1,66471e25b47c629da4dae1bc0a52c427,13511db12ac61e2f89c53b72a944a60b,2018-08-22 19:30:16,131.0,56.27,2018-08-18 19:15:41,I
b5d8e4c3414692eee1f0a38254252823,1,6c09be1fc42a113b2f3e558d7df2f133,671585f5a2af58b6e276bc01003c0d2b,2018-08-21 19:30:13,45.0,17.25,2018-08-18 19:17:25,I
7f1dd57d5e14f6ee8a3946e2f58b5396,1,78f29023586e374cdc3773ce0af6bd2c,960945e1a9535cbc0cd6ddd35fbe7ae8,2018-08-21 19:30:10,130.0,13.21,2018-08-18 19:17:49,I
8ff11ef36366d995297165f26d073f3e,1,05df88a280f9c6edca3b2f5f9b3e75ad,7ad32824caee82087b3e2e5f33b1bf32,2018-08-21 19:30:11,91.0,14.22,2018-08-18 19:19:16,I
3e8dab241fc3468ea66691de15216895,1,b15323f89b45fbb7ca64d625a4b741b2,a63bfbaa882c8f4542891b4e2246cc7f,2018-08-21 19:35:10,648.0,26.82,2018-08-18 19:21:21,I
fe9a0726757d598dc0a613f04d33cf03,1,41b821274ec513636f9144375c9f9031,cac63f48c38cd7d002a7e846dcd99a23,2018-08-31 19:50:11,79.9,15.66,2018-08-18 19:39:10,I
1454f9bf7010409e8e51291143c2a930,1,e6c6f1449d623d6f5d534e64064b8dd3,577719699805dd125d5b6fdde5943bba,2018-08-27 04:10:22,44.4,22.24,2018-08-18 19:41:45,I
cf8152b6a51ad306ad09a2d253c8133c,1,6d07236d4abe99b5b1cbf368971bf6e7,01fd077212124329bac32490e8ef80d9,2018-08-21 20:10:05,38.0,12.93,2018-08-18 19:48:43,I
18a3de7f374fa61dc8962d9f000a57d7,1,c65f71634a9d0de5b4a1d7dbb6d3ae01,4c18691b6037662be2df78a765d98ab5,2018-08-21 20:10:12,49.5,19.54,2018-08-18 19:50:20,I
299e8d399d78b7abc915b3d059a6c712,1,5b7692c4f3cff85f88ad6255269c696c,1dc2de47ee26a0a5b12dc14fd6dc0dea,2018-08-21 20:10:08,66.9,23.27,2018-08-18 19:52:16,I
299e8d399d78b7abc915b3d059a6c712,2,85156b6f3e9ba85d83b17b0c3c8cc627,1dc2de47ee26a0a5b12dc14fd6dc0dea,2018-08-21 20:10:08,66.9,23.27,2018-08-18 19:52:16,I
f59b0460d13be0dd48e9762851d21998,1,902746d948b5ade6ebe39e5930992bde,4b0fdb526525f9890eb145bf1534640e,2018-08-21 20:15:13,127.9,27.2,2018-08-18 20:01:37,I
ceeba269d5bac0789567137ac2e6d57f,1,e1963d980dceccd99cce847556e111ae,688756f717c462a206ad854c5027a64a,2018-08-27 13:09:51,84.99,12.9,2018-08-18 20:06:13,I
587cc93c9570b0620ed4d9b9d8d13c23,1,540ddaba57a1c4a6cf22f80784c8b426,55dedd83e501d8248880557d9073cbfd,2018-08-21 20:15:11,229.9,16.71,2018-08-18 20:06:14,I
6d5b02afa38b0682ac9c0ca1cc98b463,1,137ace556a03792cdc43f91ec621426d,88ef59b51bdaa941d10a853429f2b6ce,2018-08-21 20:30:11,23.9,18.27,2018-08-18 20:16:45,I
a050701f6d3065c5615ffaccf27ec567,2,afdb06ebeca917512783bcbaa8ed28c0,112453736dbe3889cfb74e1aaa0ba0c1,2018-08-24 20:35:13,135.0,18.75,2018-08-18 20:19:40,I
a050701f6d3065c5615ffaccf27ec567,1,afdb06ebeca917512783bcbaa8ed28c0,112453736dbe3889cfb74e1aaa0ba0c1,2018-08-24 20:35:13,135.0,18.75,2018-08-18 20:19:40,I
