product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,AR_H_COMMIT_TIMESTAMP,OP
ad67f74682943e3857eebf3ca2538d1a,cama_mesa_banho,53.0,261.0,2.0,1800.0,41.0,9.0,34.0,2018-08-12 12:12:27,I
e586ebb6022265ae1eea38f46ffe3ead,beleza_saude,40.0,1469.0,3.0,1050.0,18.0,21.0,27.0,2018-08-12 13:21:59,I
381a0b846affd6aa7e80a863bcda52b7,papelaria,48.0,207.0,3.0,300.0,24.0,7.0,14.0,2018-08-12 14:02:54,I
43a888fc6acdffc23011578f63d5f045,moveis_decoracao,63.0,308.0,2.0,1200.0,30.0,30.0,30.0,2018-08-12 14:35:52,I
10e7b44b01fc53988df2b73395cec6fb,instrumentos_musicais,57.0,937.0,3.0,650.0,70.0,12.0,25.0,2018-08-12 14:55:36,I
3a603f59053328d4680cb2534e8e3998,beleza_saude,46.0,2466.0,3.0,250.0,23.0,7.0,15.0,2018-08-12 15:55:36,I
9db80a1001d694e578f7e4ed77db792e,beleza_saude,59.0,159.0,2.0,200.0,25.0,15.0,15.0,2018-08-12 16:01:35,I
874337e889ebccdaf2ac1f132818ccdf,pet_shop,59.0,803.0,1.0,550.0,20.0,50.0,20.0,2018-08-12 16:11:49,I
38a3b0c53acb7f9b75ba80fa1c597219,market_place,30.0,173.0,1.0,313.0,17.0,12.0,14.0,2018-08-12 16:14:44,I
a7dbbe93d8efca23c8ca3e1821486cb8,esporte_lazer,50.0,943.0,3.0,300.0,16.0,10.0,11.0,2018-08-12 16:26:59,I
72146711a2b027f714feab6d05476b25,utilidades_domesticas,32.0,480.0,1.0,6275.0,38.0,30.0,35.0,2018-08-12 17:08:45,I
bc0dee8ab8bd6c9ab3c941ee5980acf8,automotivo,56.0,1001.0,3.0,450.0,16.0,10.0,12.0,2018-08-12 17:13:52,I
1ba7948f3aa31cdaf78a4885f3c5385a,brinquedos,29.0,566.0,2.0,1220.0,20.0,33.0,22.0,2018-08-12 17:14:22,I
6a3de1215846cd955a86490be42953d6,relogios_presentes,31.0,255.0,1.0,450.0,16.0,10.0,11.0,2018-08-12 17:34:48,I
