customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,AR_H_COMMIT_TIMESTAMP,OP
c94b3908acefde4afdccd5d19480fb36,8a785dd71ace2ab66acc62c9a350af35,9070,santo andre,SP,2018-08-07 20:32:57,I
6656caf59604b25703d86b9a8ea0f814,60e2c1c1b1d94d1a3f157741545ffc39,35450,itabirito,MG,2018-08-07 20:33:36,I
a021c3b18f730e1cb157976d999cba75,e61223d8541c97dcd02bdc3c609db1d6,35740,esmeraldas,MG,2018-08-07 20:35:52,I
d176cd60e1e709ca8eb7399c9d82ae67,deeeb992b8b6027bda878b4c16f3d001,87670,inaja,PR,2018-08-07 20:43:40,I
1fdf20988f9044a566f42761844996ec,6ebd0a02e2e4ece554ac48d605bc84d7,1525,sao paulo,SP,2018-08-07 20:46:30,I
68cd91afaeceabf5c63c34023c845dca,7390caa18d452a437b57a8ba898ff8de,25900,mage,RJ,2018-08-07 20:53:58,I
4fc70bd3a64aa5d6a650bb738881c487,6acc914491aa54481e45fefaeac55b3b,38780,vazante,MG,2018-08-07 20:57:40,I
9e0452110adad445e1fe1b892ca16392,37a37a6bed18e2117e1896597a539b21,15385,ilha solteira,SP,2018-08-07 20:58:26,I
c29945462273179c02e7f3066fab959d,ae143f4618bf2d86ddf26f0a531f9b14,18135,sao roque,SP,2018-08-07 20:58:30,I
532aae4ddf6a6def2c14258c4a1b2ed8,49c8a2f9c1fcee72efe8276d6f6f3770,42711,lauro de freitas,BA,2018-08-07 21:04:09,I
092770113dc0bfba2c362dba9b7903cb,9f901bde9b9c27f73b6f9d15f2ff20c4,5778,sao paulo,SP,2018-08-07 21:04:25,I
863e3a165607322347d4d4d2f051d519,37e86a77329c08569629e718cda02cbd,72726,brasilia,DF,2018-08-07 21:04:31,I
f1745c3717ce7b1e8ac4009eeca57e51,42cc6f7c734a80b9557b8831fa6aa958,13874,sao joao da boa vista,SP,2018-08-07 21:05:16,I
79d9271e1bd3984404a8b296a6de3c42,ad30bc0453a6553d7fe530b1b822d124,65072,sao luis,MA,2018-08-07 21:08:46,I
73d4bf798b5fb0949f37e05e44ce606b,249edbea73721545a4705796bb38f128,3088,sao paulo,SP,2018-08-07 21:13:53,I
2cb63adbf997f96f5cd34f2eb27b6a77,fdb2bb535d1241519a4c88b74b9e1dc2,64074,teresina,PI,2018-08-07 21:16:47,I
bb70f7ee1e4fe9438e5b2d199afd097f,9c5296d068c26e472c6d780b6245b224,2132,sao paulo,SP,2018-08-07 21:16:49,I
b56d930e30b9db3b5c4c7915222cbda0,283f0a3f0d3a6085e8e91ec1fb9ff8d3,9060,santo andre,SP,2018-08-07 21:16:53,I
95ebc0d133b10d276e056a4b7f7141e7,76fd1df54cf7752d829f556f5e5d1827,68660,sao miguel do guama,PA,2018-08-07 21:18:23,I
54567959bcb46224d38c717de98439f1,d9e738179ad7021b54ee508f75262ff4,8564,poa,SP,2018-08-07 21:21:20,I
a48c2e41f8bbd21452646a72838533bc,2becda1b0931e0a482dbbe720d4b84bf,1528,sao paulo,SP,2018-08-07 21:21:40,I
f7cff8f8b5ad72782c2d8ade091d3878,5dc033c91ee12d58f65c917e0ed03c2d,14051,ribeirao preto,SP,2018-08-07 21:22:09,I
328f2c3c58fd1fdec27745a5b6aeac1c,01b42ac9d3801e6edf67f7a95f04a838,8060,sao paulo,SP,2018-08-07 21:27:02,I
61c5d2e59d6e4a7c3e376265775092a2,82e3f0d7b2c48afd0fba624437a47b86,21250,rio de janeiro,RJ,2018-08-07 21:28:25,I
be79b7c40a192a31f70eee5f24a64c9d,6773c8dd1feadebbd76db5837f327b1a,86650,santo inacio,PR,2018-08-07 21:28:37,I
21c34a49ec9e90fa3f33360687f675e1,7b43527b7822f62357d4461632aa26c7,29090,vitoria,ES,2018-08-07 21:28:41,I
