customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,AR_H_COMMIT_TIMESTAMP,OP
f84f26f63740d611dc698e3000288cf1,0fa106c070f4109f39a50144684c4afb,14840,guariba,SP,2018-08-07 09:08:54,I
7bcb3207fc35ea99f2c4c2be2d9b8e00,125b9dad7c07c92db65ad372a820ed82,39300,sao francisco,MG,2018-08-07 09:36:39,I
710f79302fb4b836681bfd921167167b,42065396a8ea4eb85ed40b88ec739043,41195,salvador,BA,2018-08-07 09:48:08,I
bc930ed083b508dd8130462a67b77aa3,7170ce30e5113cd8f8f53beca071a164,97060,santa maria,RS,2018-08-07 10:26:46,I
f0375e81392cb7499b1139be16fd21e2,1aa4ee2488e66eb75eac7abb47e5a2ba,24933,marica,RJ,2018-08-07 10:44:34,I
c1b3abc0f5a34a1b1bf279c0e3697621,0a2bfc7b9705c3e494be7c34a99cade9,93510,novo hamburgo,RS,2018-08-07 10:55:04,I
9a926a6d7f4cfc314e04fd9b4eed0672,c4c35b9d3d1e2564334d3154ff7d28a5,88508,lages,SC,2018-08-07 10:58:40,I
6c678c38f3a0874b7bfeeb2d5fb22876,1bc908dc0f4755b364972526cb872ae2,88780,imbituba,SC,2018-08-07 11:11:30,I
2bd76f7c3456afd0a6885eb89e8bc212,f5faafcfd2343397124c26009e3f7eec,6114,osasco,SP,2018-08-07 11:12:07,I
e4e7ab3f449aeb401f0216f86c2104db,13d7bd0b05e18b00f415221b3bb69348,9810,sao bernardo do campo,SP,2018-08-07 11:16:28,I
389efb68674e38efb4ce37a9b72ca36f,e2f6bab7ca0c3df4cdbddfea495732dc,69057,manaus,AM,2018-08-07 11:20:45,I
9e911087ac4b6bab9a8581e5df86a779,478718b4a397f32138833829a1215a13,49025,aracaju,SE,2018-08-07 11:22:13,I
d0cb76d6901788b3f9e893e7a7e93d76,cae9767f5f614b9c607d38a783ac1910,96207,rio grande,RS,2018-08-07 11:24:52,I
7d9802889236ab8fc541bfb438978cd7,0c35f915ac95c942a535a99bc22524a8,2722,sao paulo,SP,2018-08-07 11:32:11,I
1eebb4900528f6f5203228dfa29f90c2,509a557893636d495bc15842a8479d7b,95780,montenegro,RS,2018-08-07 11:39:49,I
04d0ea09064b28a174ede28c73af8a75,b4b0901bb872cf9972b32a05733b3394,37070,varginha,MG,2018-08-07 11:46:34,I
f05d35ea25fb09c61b7068ef73038e81,f231138de343521ac335f9a7ad7bc9e7,13098,campinas,SP,2018-08-07 11:46:43,I
7dfe1c4d95d34b7787c5df1b5d96abec,2662dd48cf4cacf12d22bcddef936e28,17800,adamantina,SP,2018-08-07 11:57:02,I
