order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,AR_H_COMMIT_TIMESTAMP,OP
10475e2c60a553298676870162a6bed5,b692a0624ae349f80206637d89cc20c7,delivered,2018-08-10 11:12:30,2018-08-11 02:45:16,2018-08-13 06:26:00,2018-08-17 00:01:18,2018-09-10,2018-08-17 00:01:18,U
568f74fedb8dd376d4ec5cbdda44712c,b05b7ec51cef24539548ef473cac2f56,delivered,2018-08-08 12:27:38,2018-08-08 12:45:06,2018-08-09 15:52:00,2018-08-17 00:03:17,2018-09-10,2018-08-17 00:03:17,U
0af07373c6e0f41a0660087bf63d7c64,3226925dceac15f5cc2ca251b64e1ef3,delivered,2018-08-02 16:52:35,2018-08-02 17:05:19,2018-08-03 13:56:00,2018-08-17 00:03:18,2018-08-15,2018-08-17 00:03:18,U
f38a6dc0f541c9dff3f0c72009f2976d,b88ecfa0e624d3175e5ddd104af149d0,shipped,2018-08-17 00:07:40,2018-08-17 00:29:09,2018-08-17 13:40:00,,2018-08-23,2018-08-17 00:07:40,U
d55d5f2d92f548bd9928f3edef443395,a955de2289dd1f2a6d80df6b565860f1,delivered,2018-08-06 19:31:50,2018-08-06 19:45:14,2018-08-07 17:30:00,2018-08-17 00:12:36,2018-08-29,2018-08-17 00:12:36,U
05529f3e7ed5cd4214281f2bf60e89d6,a9b2a6199654f4da4425e9c820bc57e2,delivered,2018-08-01 17:34:06,2018-08-01 18:20:05,2018-08-03 14:30:00,2018-08-17 00:14:35,2018-08-27,2018-08-17 00:14:35,U
84d60e19027c1623f295fe43b74ca280,6414adc9e0375fb95d8264bcbc8f880b,delivered,2018-07-29 11:51:43,2018-07-31 04:31:53,2018-08-13 14:45:00,2018-08-17 00:22:03,2018-08-24,2018-08-17 00:22:03,U
ecf079f16ac07328e5153aa201fbbb1e,205fcc6c48de256d3956dfba9fc6c0de,delivered,2018-08-01 12:40:21,2018-08-01 13:20:18,2018-08-03 11:04:00,2018-08-17 00:22:06,2018-08-31,2018-08-17 00:22:06,U
e5e97ea49a63037149fb40b8d41f87d3,2787b52f991163e9aabe52703b25d2ce,delivered,2018-08-06 09:56:17,2018-08-06 10:10:21,2018-08-07 13:29:00,2018-08-17 00:22:38,2018-08-24,2018-08-17 00:22:38,U
89e0ae495fe8fa69f8e5a8351ec325a5,a1f27ba837ed167d3c9830a40e014a77,delivered,2018-08-15 09:02:01,2018-08-15 09:15:17,2018-08-15 14:05:00,2018-08-17 00:24:56,2018-08-27,2018-08-17 00:24:56,U
