product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,AR_H_COMMIT_TIMESTAMP,OP
a6fb3c4f1816d9e2f52ff88e46c114f2,automotivo,53.0,772.0,1.0,2700.0,38.0,4.0,38.0,2018-08-13 08:34:05,I
116a8f521211c179741c051816f2b898,cama_mesa_banho,38.0,353.0,1.0,1200.0,16.0,10.0,16.0,2018-08-13 08:53:29,I
e834949329e7a91948b7c8a01f508b6d,papelaria,51.0,59.0,1.0,100.0,16.0,5.0,16.0,2018-08-13 09:24:25,I
c06b0271681be1b35ce57c3fc66a9e53,construcao_ferramentas_seguranca,56.0,1502.0,3.0,750.0,20.0,20.0,20.0,2018-08-13 09:27:56,I
f32ccb00285b3be848ab904c4c0d1980,utilidades_domesticas,58.0,1377.0,3.0,10250.0,27.0,57.0,36.0,2018-08-13 09:36:38,I
f7684280fac20a1c9cb683d7ea7d9514,informatica_acessorios,59.0,816.0,4.0,1725.0,29.0,31.0,16.0,2018-08-13 09:38:37,I
1f839ba5b57051fac3461bc202ad9cce,telefonia,49.0,371.0,2.0,125.0,20.0,13.0,17.0,2018-08-13 09:39:23,I
34ae7b24b85953dee979789e3b5b11de,fashion_bolsas_e_acessorios,58.0,593.0,4.0,100.0,16.0,5.0,11.0,2018-08-13 10:27:56,I
765e8c5c6b2f88c6f972334e44113a20,fashion_bolsas_e_acessorios,23.0,1252.0,3.0,100.0,16.0,12.0,11.0,2018-08-13 10:31:49,I
237629a2fbb505d4db6ef67408dcf5bf,utilidades_domesticas,54.0,460.0,1.0,475.0,24.0,19.0,24.0,2018-08-13 10:46:55,I
85ec69dc21ef2674bd946f3a6adc01b3,utilidades_domesticas,49.0,1276.0,4.0,1500.0,32.0,5.0,25.0,2018-08-13 10:58:55,I
536c813a40c7f1e71aad4f9e1a7da2b7,brinquedos,30.0,736.0,1.0,6550.0,53.0,28.0,38.0,2018-08-13 11:02:42,I
b415213dee0b8051901b7ebe5a6b99f4,fashion_bolsas_e_acessorios,51.0,1081.0,1.0,415.0,23.0,19.0,18.0,2018-08-13 11:02:58,I
1fd2441965108612e42f81661582a3e5,telefonia,54.0,415.0,3.0,100.0,19.0,3.0,11.0,2018-08-13 11:22:19,I
e383490cecec9ff01e02a193a8f72663,papelaria,60.0,676.0,3.0,1950.0,35.0,6.0,30.0,2018-08-13 11:33:51,I
94c6a83ab9e528e35fbe815ad5a05905,informatica_acessorios,57.0,738.0,1.0,100.0,22.0,5.0,15.0,2018-08-13 11:35:50,I
a3f39453cb3bacd60e3828f50a2c9c23,cama_mesa_banho,43.0,179.0,1.0,1350.0,45.0,10.0,15.0,2018-08-13 11:51:12,I
3c9196215083130155392c4e138fd7fc,beleza_saude,33.0,611.0,1.0,300.0,16.0,11.0,11.0,2018-08-13 11:55:34,I
