product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,AR_H_COMMIT_TIMESTAMP,OP
607533a152a7db3664c7bd5b24fa0e36,cama_mesa_banho,47.0,258.0,1.0,613.0,37.0,20.0,38.0,2018-08-18 08:17:21,I
17787817a9595579380dbad81feb561b,malas_acessorios,54.0,672.0,8.0,5800.0,50.0,40.0,15.0,2018-08-18 08:27:58,I
da126b80758e8f5f13c45580e9260fd9,beleza_saude,30.0,334.0,1.0,1250.0,21.0,16.0,31.0,2018-08-18 08:46:04,I
a08f2d7eacff19b9201536d0c7a1d311,moveis_decoracao,50.0,519.0,2.0,350.0,16.0,16.0,16.0,2018-08-18 09:20:28,I
1c7bf92052619cc8b84907741fd0cedb,esporte_lazer,45.0,691.0,1.0,185.0,18.0,15.0,15.0,2018-08-18 09:43:00,I
15b47fee52c928cd7d75996f767efb8b,cine_foto,49.0,503.0,2.0,150.0,16.0,5.0,12.0,2018-08-18 09:47:18,I
93614abf6fa6bb034785855817fb6796,informatica_acessorios,49.0,807.0,2.0,350.0,16.0,10.0,30.0,2018-08-18 09:57:54,I
b10ecf8e33aaaea419a9fa860ea80fb5,moveis_decoracao,30.0,308.0,1.0,2300.0,37.0,30.0,20.0,2018-08-18 10:00:59,I
4ac095ce30a68573675e2e0206d31b12,eletrodomesticos,43.0,236.0,3.0,6150.0,55.0,19.0,46.0,2018-08-18 10:45:40,I
af2ce88035b65e8f987e8038fa87098b,bebes,60.0,112.0,1.0,850.0,30.0,7.0,30.0,2018-08-18 11:09:38,I
9fee00e0df0ae090525db9ad0dd73cb8,telefonia,58.0,818.0,6.0,150.0,17.0,4.0,12.0,2018-08-18 11:19:17,I
bf2748a809c70af53394e915c95c9963,cama_mesa_banho,57.0,763.0,2.0,7650.0,50.0,40.0,43.0,2018-08-18 11:21:16,I
abf923da81737ee0bde792182948a693,brinquedos,42.0,314.0,2.0,450.0,27.0,11.0,13.0,2018-08-18 11:30:57,I
dd95c89de4ce416b6a2714b39266a7ed,cama_mesa_banho,53.0,558.0,1.0,2150.0,25.0,25.0,25.0,2018-08-18 11:46:20,I
98e55bdc6487be7b8c32b0eb689dcb8a,moveis_decoracao,50.0,397.0,3.0,200.0,21.0,16.0,21.0,2018-08-18 11:49:40,I
