order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,AR_H_COMMIT_TIMESTAMP,OP
ba5fa5d6fe39ade3049fcbc2966fc82c,229ac14c6ee6d6a606264ebcc861beb7,delivered,2018-08-08 20:25:21,2018-08-08 20:35:20,2018-08-09 15:01:00,2018-08-13 19:38:55,2018-08-20,2018-08-13 19:38:55,U
c161187ab4f2133d752f8a028b51f74e,44132e7916e05d731a6e73ee520262f1,delivered,2018-08-06 19:48:32,2018-08-06 20:04:44,2018-08-10 14:31:00,2018-08-13 19:41:15,2018-08-17,2018-08-13 19:41:15,U
fad1f2027ab155751ea0746b70f81921,a22d55a6ebd23e2239a3bc5de97c7036,delivered,2018-08-04 18:43:08,2018-08-04 18:55:19,2018-08-08 06:26:00,2018-08-13 19:41:33,2018-08-16,2018-08-13 19:41:33,U
b9351dba71092089d0c4fdff1bb8c38b,039e247f51f48db99559485f01600562,delivered,2018-07-26 21:55:17,2018-07-26 22:05:11,2018-07-27 13:37:00,2018-08-13 19:41:40,2018-08-10,2018-08-13 19:41:40,U
56a458ff4a4d0dc8ecd97b7dc2ba33b0,e67264eaacd7067c9b03a87a4feefc8c,delivered,2018-08-03 15:20:36,2018-08-03 15:30:15,2018-08-06 08:27:00,2018-08-13 19:41:45,2018-08-17,2018-08-13 19:41:45,U
789bf50b7eafcaff398ea0b735b4787e,d9e3c7044790af66009e070dee9d23fd,delivered,2018-08-07 10:14:35,2018-08-07 10:30:16,2018-08-07 12:30:00,2018-08-13 19:42:38,2018-09-03,2018-08-13 19:42:38,U
f4c87e038db78ef275deab58f19e5bd2,083106a67c25249c79074ab4459fc8c5,delivered,2018-08-06 17:54:58,2018-08-06 18:10:17,2018-08-08 12:29:00,2018-08-13 19:44:37,2018-08-15,2018-08-13 19:44:37,U
700a3f10e64cfd0df7f2aea217cca5fb,541d3a3036f302ab95436fd3d7947b08,delivered,2018-08-07 22:02:10,2018-08-07 22:15:24,2018-08-09 16:04:00,2018-08-13 19:44:50,2018-08-15,2018-08-13 19:44:50,U
b2727344d4f955cb61829ed7f61b12fc,59941cfff43c8432579de4def65e6be6,delivered,2018-08-01 16:30:46,2018-08-01 16:45:11,2018-08-03 07:00:00,2018-08-13 19:46:35,2018-08-22,2018-08-13 19:46:35,U
d83f19fa5fce346e31c60b35257f4329,4da1bfe6e373952b0ecbeb6b54343fb4,delivered,2018-08-04 20:51:49,2018-08-07 04:24:50,2018-08-09 14:14:00,2018-08-13 19:48:30,2018-08-23,2018-08-13 19:48:30,U
d8d4e1a57a139526d78c7713a4eed523,6f4757d5bc29373b8d9e85452d5c5084,delivered,2018-08-02 20:27:24,2018-08-03 02:45:20,2018-08-03 15:57:00,2018-08-13 19:54:46,2018-08-22,2018-08-13 19:54:46,U
a14173b7936139e28cd1aa620eada598,7670015fc62bb81758579a5e88de8596,delivered,2018-08-04 15:08:20,2018-08-04 15:24:04,2018-08-07 13:29:00,2018-08-13 19:54:46,2018-08-20,2018-08-13 19:54:46,U
a055f8239d18a2008883be78eb09cf41,c5d9eeca2c5b52da55d9a4a312e3e278,delivered,2018-08-04 23:32:58,2018-08-05 23:30:14,2018-08-06 12:24:00,2018-08-13 19:56:35,2018-08-24,2018-08-13 19:56:35,U
22a0afb00de21962e96bef9ec5b51223,b75c34f04848fcc6c5e61d1a44bbb67b,delivered,2018-08-07 22:32:02,2018-08-07 22:45:22,2018-08-09 14:17:00,2018-08-13 20:02:33,2018-08-10,2018-08-13 20:02:33,U
a33704402f555e9de8c53d4a0046a656,3a167c7791d7780df7ebe9843dd1dd3c,delivered,2018-08-09 09:30:59,2018-08-09 09:45:01,2018-08-09 12:59:00,2018-08-13 20:02:37,2018-08-27,2018-08-13 20:02:37,U
