order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,AR_H_COMMIT_TIMESTAMP,OP
a5bb5fa7247f09fa0a4f28ee69aa6dc6,c4cb1295499744937c6be430505b7003,delivered,2018-08-07 15:36:14,2018-08-07 15:45:15,2018-08-08 15:06:00,2018-08-13 12:03:40,2018-08-22,2018-08-13 12:03:40,U
49410e2fb311cf8b70baeea98a3cdbf1,973d4d86f73cebd0e362b5e7b1ff21b6,delivered,2018-08-01 22:05:17,2018-08-01 22:23:53,2018-08-03 15:03:00,2018-08-13 12:03:53,2018-08-29,2018-08-13 12:03:53,U
7ed980a67023306cce5ada7078003bc6,957e79d34a00288f566fe7b082516945,delivered,2018-08-09 10:47:50,2018-08-10 08:05:19,2018-08-10 14:20:00,2018-08-13 12:16:50,2018-08-14,2018-08-13 12:16:50,U
39fb9eb02a98a9626044cb0cb46ae0fa,b803912812d884a45f3ffddd591b97b4,delivered,2018-08-09 08:04:36,2018-08-09 08:50:19,2018-08-09 14:09:00,2018-08-13 12:21:48,2018-08-15,2018-08-13 12:21:48,U
c1773baeca3e466698f90611606eadeb,2bbaf8a8031400dad00fea8f6f505096,delivered,2018-07-15 16:17:19,2018-07-15 16:35:16,2018-07-16 13:14:00,2018-08-13 12:26:25,2018-07-24,2018-08-13 12:26:25,U
ed14c3058d5e31989c9c093cfcdae0d6,451db7f02beb13cdcef0b46768fc5d28,delivered,2018-08-06 22:06:25,2018-08-07 22:05:20,2018-08-08 14:20:00,2018-08-13 12:27:29,2018-09-10,2018-08-13 12:27:29,U
a61dfe4c73cb6f1fa1280f905a13e26b,a5190090f24b9cc8b822529eecd264e3,delivered,2018-08-09 10:56:48,2018-08-09 15:25:33,2018-08-10 14:35:00,2018-08-13 12:28:46,2018-08-15,2018-08-13 12:28:46,U
c6ad7089d27e68a395de452a632cb54e,0a772b10ef12b6b87ccb345a44eab70e,delivered,2018-08-05 11:47:06,2018-08-06 15:25:14,2018-08-07 12:37:00,2018-08-13 12:38:42,2018-08-28,2018-08-13 12:38:42,U
8d6f70397db05604f0f4ccca7e376f12,6fa8e1a64acacedee7747c7e67715bca,delivered,2018-08-09 12:29:47,2018-08-09 14:30:19,2018-08-10 17:48:00,2018-08-13 12:44:38,2018-08-23,2018-08-13 12:44:38,U
495df6b807cb718b99cf24a4609fd323,b4280f8c7c3c49fda3cb526f0bd5d568,delivered,2018-08-06 08:20:59,2018-08-07 08:35:16,2018-08-09 14:16:00,2018-08-13 12:51:27,2018-08-14,2018-08-13 12:51:27,U
