review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,AR_H_COMMIT_TIMESTAMP,OP
8022b9ca812e328ad0778e6f092e25fc,298787a86f7ed145b210dfa7262fca2f,1,,O produdo não foi enviado ainda,2018-08-11,2018-08-13 09:25:25,2018-08-11,I
4a9e8581274744af7fa4473b9b9477d5,f838a927949e184c27e9965fdb239fcf,5,,,2018-08-11,2018-08-12 02:34:27,2018-08-11,I
bc98cb465b8d08de65b87b021a5c24d9,494648e782c762fe2547626ebb7dfaff,5,,,2018-08-11,2018-08-14 10:42:39,2018-08-11,I
fedc3404b7e5721113515e93aca333e1,baa297bb0f3189e5aec7838ec35b5efc,5,,,2018-08-11,2018-08-12 02:51:11,2018-08-11,I
73a0c8339beeab289bcb19f7e2f34e5f,880e262ca224fc654e306f76653f4d25,5,Adorei o produto! ,"Muito bom, gostei bastante, chegou super rápido.",2018-08-11,2018-08-13 21:13:32,2018-08-11,I
78ef188726f0bf273844e117b63e1d80,d05d5881240a2b6f02e90a83bddc85cd,1,,"😡😡😡😡😡👎👎👎👎👎
Empresa sem compromisso com o cliente",2018-08-11,2018-08-11 14:06:21,2018-08-11,I
71f5ce71f5cf5c9b648837f0d923e334,b4b1ec9a9f24d8db544120456a3a2f12,5,,,2018-08-11,2018-08-11 21:59:11,2018-08-11,I
bfb7e82429acaf8486c1ac40b48fa68c,95329bc75845ea5b52290fba0e025e0f,5,,,2018-08-11,2018-08-13 14:41:41,2018-08-11,I
6a667d0a498a4a37772de6171eb50db5,df79dc38cd1e0f49f9ef6385b30caab8,5,Positiva,Veio um ótimo produto tanto a capinha como a película são muito adaptáveis.,2018-08-11,2018-08-12 01:42:37,2018-08-11,I
620dcbf000bf959153754e94687b7e2e,a5dc44fe023a6153b7b9df59de5762b7,1,,,2018-08-11,2018-08-11 15:55:31,2018-08-11,I
292f16344bed93ca8cb755f51def71e3,fac467ce69a8abb815d930471940d06f,5,Bom d+!!!,Recomendo totalmente!!!,2018-08-11,2018-08-14 11:32:16,2018-08-11,I
3619334e47a08edbc895ec91c6908a8b,733abca4b3372182a6c955ed064b0929,5,,,2018-08-11,2018-08-12 23:42:02,2018-08-11,I
75cdae83a68d21db169a859705870f8a,b228e6b7a06468abcf8c203f8e86689c,3,Faltou um relógio ,"Comprei dois, e só foi e entregue um. ",2018-08-11,2018-08-13 15:41:15,2018-08-11,I
c91203f49c66f4c18ebe5df62609f24c,dff351d499a7a16d302eb0c77d6fc100,5,,,2018-08-11,2018-08-14 00:47:00,2018-08-11,I
25cb70675b40b3c341e92f667dc7893f,efa3d5327513176bad13d0c62bb7bb1e,5,,,2018-08-11,2018-08-25 00:09:47,2018-08-11,I
d932f00daac681b02c5742ab0c18cd04,5f8af87da2123c6841b3941b3b5f478e,4,,,2018-08-11,2018-08-11 21:24:01,2018-08-11,I
bdde6cf2d23af6f71250fc957305346f,9991ee8a375a021fcb40b5ecf9902e5d,5,Amei,Perfeito os pendentes ,2018-08-11,2018-08-12 15:46:22,2018-08-11,I
880814050d03f00b83374055274a3f9d,1e0f40bbfe787796d0c56e3795dc94d8,2,Relogio de pulso,"Prazo de 3 dias úteis para entrega. Foi Comprado para presente do dia dos pais 06/08, 4 dias para entregar e não foi entregue!
Se não consegue entregar no prazo aumente os dias !!!",2018-08-11,2018-08-11 19:41:17,2018-08-11,I
cb2197ba8c380750e8a8cdf57a549dd0,62fe4763f75b8c61cc111e465211c08c,5,,,2018-08-11,2018-08-13 14:52:57,2018-08-11,I
f1e7fb2973730ded638be6dab0c3dc58,5f862e4fe640e66110b40cced6911038,3,,,2018-08-11,2018-08-14 17:11:35,2018-08-11,I
4e6725fb0029833d908a262a29fe8b25,4014ecd96ac1d06f8cca3ac729c389ff,5,,,2018-08-11,2018-08-13 01:22:08,2018-08-11,I
e848ab7a39c3b77d8f70c55eee46b947,a58d2e45e365fdb3ee3cdac17e1be44a,5,Recomendo,O produto chegou antes do prazo previsto!,2018-08-11,2018-08-14 01:13:03,2018-08-11,I
58f45622655a51c5dac8c7eaa25dc519,4295876088eaa108fede7b0b77109ed3,5,,,2018-08-11,2018-08-12 11:04:26,2018-08-11,I
cdb7ee80cef9e14ba93767f64d2023b2,a27bc60b5829ed193c7a85e25f6de764,5,,,2018-08-11,2018-08-23 18:38:21,2018-08-11,I
f8cdfc7aba3f8a43b93153bedbba8d1a,f67ad055c8a64745e26ca8d2f7a70b7b,5,,,2018-08-11,2018-08-12 04:16:35,2018-08-11,I
c75b65937ca862ab939dec3f4dfa9f70,3d67d1613ecb493299891b537b079f48,5,,Ótimo ,2018-08-11,2018-08-12 13:00:44,2018-08-11,I
473048c7dd5a27c13388bf973eb7c567,55f140655997122535ac2c2290ce6b2e,5,,,2018-08-11,2018-08-20 21:19:24,2018-08-11,I
2a5e5e7a4b5d3b3f47dff8759f366e5b,3a6f6cf4de24c8615434613e2f1db015,5,,,2018-08-11,2018-08-11 20:24:07,2018-08-11,I
f073b78b4ce143198c5e0e2be7ebae1c,dd76a5f4fd89348d27741160d6025fc8,5,,,2018-08-11,2018-08-11 20:55:54,2018-08-11,I
06c2d8e9a36e526c2140ed9643ff6e21,6a0725621168540d5200cba214d6ebe7,5,,,2018-08-11,2018-08-12 00:18:55,2018-08-11,I
3a02e11879aa292509620953e4ec13c1,8c077233d04d9bca0a5bef45afddf354,5,,,2018-08-11,2018-08-14 12:33:19,2018-08-11,I
6f29ee0126cd32882dd3264caf2c139c,65480799a0ea99cc43f86d3af16e9d1c,4,Muito bom,Produto chegou no prazo... Só não veio o fone de ouvido.,2018-08-11,2018-08-12 17:05:22,2018-08-11,I
e0948bf68194251b985b6743c2867af8,483f86b7cf498c438e3be9ef583d7548,5,,,2018-08-11,2018-08-14 15:53:38,2018-08-11,I
6e5efad25e981635ed137697af64799f,06d8cb692ed19b092adaaf5337d01a39,4,,,2018-08-11,2018-08-13 09:45:34,2018-08-11,I
891010abe77c6f00f014bb8bf7919af7,58df776da444438e064d1e4910f8be87,5,,Recebi o produto muitooo rápido e estou satisfeita .,2018-08-11,2018-08-14 12:52:49,2018-08-11,I
