order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,AR_H_COMMIT_TIMESTAMP,OP
a03ac1d748cc1533566bf2c8199159d4,d89f76444e908c953bd1f8390aec9a00,invoiced,2018-08-09 06:43:29,2018-08-09 06:55:06,,,2018-08-24,2018-08-09 06:43:29,U
129ea9ae4b85283decb23ea1756f505d,8a0c8d55378e81be7bb18527a08dc0ef,canceled,2018-08-09 08:09:33,,,,2018-09-25,2018-08-09 08:09:33,U
0f2fc60f7acb6782b5490389a5a89c08,1fb677ba61c86efb05836475022c5d98,delivered,2018-07-26 08:55:04,2018-07-26 09:05:11,2018-07-26 13:41:00,2018-08-09 09:03:53,2018-08-15,2018-08-09 09:03:53,U
04a2ba381317648726f46210a46ece95,4ae0a705c852353fbcdb27f8554b6655,canceled,2018-08-09 09:13:44,,,,2018-09-06,2018-08-09 09:13:44,U
d2bc174d5c413f457a21db6899afb682,0337719c3caba8187a276942d35347fd,canceled,2018-08-09 09:50:42,,,,2018-09-14,2018-08-09 09:50:42,U
6ac7e852b9acd63429f9b6ac61ae165a,580d00c08e142c3ab462caed4eb94d78,delivered,2018-07-24 10:56:43,2018-07-25 02:55:23,2018-07-25 15:08:00,2018-08-09 10:12:33,2018-08-10,2018-08-09 10:12:33,U
897abc3130a6d4c579a229b45349f611,1d331c1175b7c788fdf7b44b6dc26627,delivered,2018-08-03 13:02:13,2018-08-03 13:15:12,2018-08-06 11:08:00,2018-08-09 10:51:37,2018-08-20,2018-08-09 10:51:37,U
24bb40ee9b9b6fc1cf2392a93aff4f6e,4ead00aa973c2c2a7690f03095428809,delivered,2018-07-11 18:20:18,2018-07-11 18:35:13,2018-07-31 13:00:00,2018-08-09 10:54:43,2018-08-07,2018-08-09 10:54:43,U
2bb02fdf5637a68cd5d13c78c37c3376,8c468917b274857623298a1627369866,canceled,2018-08-09 10:55:10,,,,2018-08-17,2018-08-09 10:55:10,U
09ced678dfa43843d2f38c410def94aa,7ddf54360177b27382331360ba87ec83,delivered,2018-08-05 20:58:28,2018-08-05 21:10:18,2018-08-06 10:45:00,2018-08-09 11:14:46,2018-08-22,2018-08-09 11:14:46,U
