order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,AR_H_COMMIT_TIMESTAMP,OP
9a8ed77611006df4a507b6649200b71a,9573415dd691e34a2b92c9e39558ef22,delivered,2018-08-02 12:07:02,2018-08-02 13:05:15,2018-08-02 15:55:00,2018-08-09 12:16:38,2018-08-17,2018-08-09 12:16:38,U
d269e3209c8a86e588a93e573cb97002,4516d783f8261f0816e12c0be45cffc6,delivered,2018-07-21 08:41:25,2018-07-24 11:32:31,2018-07-26 14:23:00,2018-08-09 12:19:00,2018-08-23,2018-08-09 12:19:00,U
e8e92186741794a0da48d868267ce635,391ae4950689e958f7aa9de8b97f5908,delivered,2018-06-24 21:23:07,2018-06-24 21:35:14,2018-07-23 15:37:00,2018-08-09 12:29:39,2018-08-28,2018-08-09 12:29:39,U
905abf7e67aedee76e5974a22bcef8cd,944d4db30a78d0a21034f284bd2f4a85,delivered,2018-08-04 10:41:13,2018-08-04 10:50:17,2018-08-06 11:07:00,2018-08-09 12:47:26,2018-08-20,2018-08-09 12:47:26,U
fa3418d42d5f87df0490832ade4cb968,75191377eb49aed024f942c68fa2e186,delivered,2018-08-06 12:14:13,2018-08-06 12:25:13,2018-08-08 14:58:00,2018-08-09 12:47:30,2018-08-13,2018-08-09 12:47:30,U
9f459414e341be7328c349d9ba80a125,c14447520507724f6599a91cc98d9be8,delivered,2018-07-29 18:52:30,2018-07-31 07:05:12,2018-07-31 15:18:00,2018-08-09 13:06:46,2018-08-31,2018-08-09 13:06:46,U
fa2b7f457f0624bb344dc3023f557d7e,12d274b678306cdeadad69c63c2f4d2f,delivered,2018-08-05 22:41:00,2018-08-05 22:50:16,2018-08-06 14:10:00,2018-08-09 13:07:42,2018-08-22,2018-08-09 13:07:42,U
f8941c4e03c5fdb1736fb5cd167c17a1,61de05227162194a72ddd75c0b8ea706,delivered,2018-08-04 14:18:40,2018-08-04 14:35:16,2018-08-06 09:52:00,2018-08-09 13:08:39,2018-08-15,2018-08-09 13:08:39,U
cf0fd312197c09391d0d85e878758e82,5476174c1792f07b6a7b766d0374d568,delivered,2018-08-01 13:03:00,2018-08-02 05:30:56,2018-08-03 15:05:00,2018-08-09 13:18:49,2018-08-09,2018-08-09 13:18:49,U
f299ec6360351d71a661e17e4322500c,5e4c9ec63bef151d6e87f1a96581b692,delivered,2018-08-02 23:14:00,2018-08-03 19:30:55,2018-08-06 06:28:00,2018-08-09 13:27:48,2018-08-20,2018-08-09 13:27:48,U
d613e5d350507dc43eed8de7ccffdf6a,4f06c14beb9f0bd010c8386b2bfa21ec,delivered,2018-07-23 16:15:17,2018-07-23 17:20:33,2018-08-09 00:54:00,2018-08-09 13:32:05,2018-08-13,2018-08-09 13:32:05,U
7d0c53f67b84e94a751d09f03fe58e99,72c990123f7cab26cd90a4e62025dd77,delivered,2018-08-02 20:27:51,2018-08-02 20:44:07,2018-08-06 14:24:00,2018-08-09 13:34:32,2018-08-30,2018-08-09 13:34:32,U
513aeb569eda09cb3e7bf6aae2ddcdc4,feedd5ec61cfc3b216599c09345069ce,delivered,2018-07-31 14:39:51,2018-07-31 15:40:13,2018-08-02 11:30:00,2018-08-09 13:38:40,2018-08-20,2018-08-09 13:38:40,U
53fa17c349c4b3dcbbadd8aad2eb559b,de4347cfed448a35884a19949bc53087,delivered,2018-07-27 13:09:23,2018-07-27 13:43:56,2018-07-27 17:58:00,2018-08-09 13:44:54,2018-08-21,2018-08-09 13:44:54,U
0ce94e50ed7d28e7856f3d127990d17c,2f7a0d01d00f7711a9334e4266cf0cfb,delivered,2018-07-29 21:26:11,2018-07-30 09:25:08,2018-08-03 15:02:00,2018-08-09 13:46:48,2018-08-24,2018-08-09 13:46:48,U
45bfddf12e8fd3de8dbda7b7208ec90e,a1882adbacee1e44d96f0635e70d7b2a,delivered,2018-08-01 19:18:06,2018-08-03 04:35:22,2018-08-03 14:33:00,2018-08-09 13:58:52,2018-08-16,2018-08-09 13:58:52,U
57be20dc5f786ed372add8e3f28be447,30e7b476534296021a9f7e0c289c6a86,delivered,2018-07-26 13:13:19,2018-07-26 13:25:12,2018-07-27 14:31:00,2018-08-09 13:59:42,2018-08-30,2018-08-09 13:59:42,U
5adea766ca8f3521f957b27154b09761,2cc81b7f51e08b9f200fff0fc2eec98d,delivered,2018-07-28 20:32:43,2018-08-02 23:30:35,2018-07-31 11:12:00,2018-08-09 14:16:41,2018-08-15,2018-08-09 14:16:41,U
b08e84226fa195d1d2f2edca21486c8e,df4bf0754b4fc36ea13f67b02c5651e4,delivered,2018-08-05 13:25:26,2018-08-05 13:44:15,2018-08-06 12:28:00,2018-08-09 14:26:01,2018-08-17,2018-08-09 14:26:01,U
54a51314febd38a9bfb89a9f49006289,21239b911af74450df7b0ce5b78b39d9,delivered,2018-08-01 10:17:39,2018-08-01 10:44:27,2018-08-01 10:51:00,2018-08-09 14:26:45,2018-09-03,2018-08-09 14:26:45,U
