product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,AR_H_COMMIT_TIMESTAMP,OP
25e4d8fec8c2188a87e8c0acfd179310,automotivo,60.0,844.0,5.0,350.0,21.0,21.0,12.0,2018-08-08 18:04:56,I
b10eef6094af9cc3dce92e1612dcb541,brinquedos,44.0,324.0,2.0,550.0,31.0,19.0,26.0,2018-08-08 18:12:16,I
bafb66175e7c8250500ed50faf512dc8,cama_mesa_banho,43.0,201.0,1.0,700.0,50.0,6.0,40.0,2018-08-08 18:12:59,I
414829663add2bcd9db69ee3ad351a9e,esporte_lazer,53.0,354.0,1.0,1110.0,32.0,25.0,23.0,2018-08-08 18:18:08,I
ec1314c23c3f6210eaaf4fa625cae095,automotivo,57.0,574.0,2.0,600.0,32.0,16.0,16.0,2018-08-08 18:22:24,I
cbf96c04205dc933b89e025748c2a057,artes,28.0,189.0,2.0,700.0,30.0,6.0,30.0,2018-08-08 18:25:48,I
2e91e5644d8da04d17ade8d59c0990ca,beleza_saude,55.0,664.0,1.0,2225.0,18.0,18.0,18.0,2018-08-08 18:35:51,I
21a44a88917ec2c8db5908b4942e8d47,beleza_saude,35.0,3882.0,1.0,450.0,16.0,5.0,17.0,2018-08-08 18:42:02,I
630a236cea73f2eb6900f74e1cb2eb62,cama_mesa_banho,56.0,674.0,1.0,1200.0,30.0,5.0,30.0,2018-08-08 18:57:14,I
f6453858964de0e03cbc5ceeef4e6ebd,automotivo,57.0,1145.0,6.0,5050.0,53.0,43.0,11.0,2018-08-08 19:00:15,I
37b57a225c7a1f044857d1dde7d18750,instrumentos_musicais,50.0,905.0,9.0,1300.0,42.0,8.0,38.0,2018-08-08 19:37:34,I
059edbecfc72eba55fbd079a25c4ab6b,beleza_saude,36.0,1129.0,1.0,473.0,22.0,18.0,21.0,2018-08-08 19:46:37,I
7efb605c0b11c538dc057c4dc6820ba5,eletronicos,50.0,765.0,1.0,400.0,16.0,13.0,14.0,2018-08-08 19:48:41,I
8b8b30bd6b299fdb35de1da9e288014e,construcao_ferramentas_iluminacao,58.0,588.0,3.0,600.0,47.0,8.0,13.0,2018-08-08 20:06:57,I
184e91de5d4a87f023bba45c3e258349,moveis_decoracao,59.0,1941.0,4.0,2750.0,105.0,3.0,70.0,2018-08-08 20:08:18,I
1ba045cf3a974c9b36bd1f6f0383ac8d,relogios_presentes,47.0,726.0,2.0,200.0,16.0,11.0,11.0,2018-08-08 20:10:10,I
da17d63dff29a96ddfd5a9bfa5fb0aa9,malas_acessorios,51.0,1419.0,3.0,100.0,17.0,3.0,13.0,2018-08-08 20:25:21,I
1349d35861565f14ad2d162ef37ddc34,eletroportateis,44.0,221.0,1.0,5800.0,26.0,30.0,32.0,2018-08-08 20:48:39,I
81a3f1e46ec16acb4800a5002b014438,perfumaria,55.0,696.0,1.0,550.0,16.0,10.0,11.0,2018-08-08 21:11:25,I
e68953b4a25cddae1b8ead360800fffc,relogios_presentes,46.0,294.0,1.0,750.0,16.0,6.0,11.0,2018-08-08 21:18:55,I
1ad110eaab5105bf841dc2b8985190e5,bebes,46.0,756.0,1.0,600.0,26.0,23.0,11.0,2018-08-08 21:49:24,I
aa5a3fa92cb1221a38267376d25cfd8a,cama_mesa_banho,52.0,276.0,1.0,1150.0,41.0,13.0,13.0,2018-08-08 22:03:20,I
28b04f8634b7c9c6e3a41fbd0271e295,,,,,250.0,28.0,10.0,23.0,2018-08-08 22:13:19,I
e94948acefd80bfe3b134a4f5418e566,moveis_decoracao,47.0,1429.0,6.0,450.0,35.0,2.0,25.0,2018-08-08 22:14:38,I
ce50ce6bd3918bddcce75a3014b560f6,malas_acessorios,29.0,1011.0,5.0,1383.0,40.0,23.0,37.0,2018-08-08 22:33:02,I
980e9d57d8db60824d2005c6c26dec64,informatica_acessorios,52.0,845.0,2.0,250.0,17.0,25.0,32.0,2018-08-08 22:36:16,I
4b2ab372456de58e4d5588f0fed9a065,fashion_roupa_masculina,40.0,322.0,1.0,650.0,20.0,20.0,20.0,2018-08-08 23:05:02,I
d9933dd922fa78131c80a6987a707f9a,automotivo,54.0,396.0,4.0,300.0,30.0,11.0,15.0,2018-08-08 23:32:31,I
