product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,AR_H_COMMIT_TIMESTAMP,OP
7e5fe07db814cff1e50a7561a10e37ef,cama_mesa_banho,54.0,672.0,2.0,250.0,16.0,10.0,16.0,2018-08-19 12:03:34,I
7ff5f712c2c3e11035668702e6748204,utilidades_domesticas,40.0,189.0,1.0,130.0,17.0,16.0,16.0,2018-08-19 12:31:08,I
2d4b08af04c0467f37569071672ce199,informatica_acessorios,46.0,1228.0,5.0,150.0,28.0,14.0,14.0,2018-08-19 12:33:05,I
06a2ab007679c70b21a1123749c09719,musica,36.0,600.0,1.0,200.0,22.0,4.0,16.0,2018-08-19 12:40:19,I
0bdc4af29a51151df496d686dbce59a8,perfumaria,27.0,475.0,3.0,200.0,16.0,16.0,16.0,2018-08-19 12:52:42,I
70488833a84564f5dceaa93e1a99fae5,automotivo,50.0,925.0,2.0,3500.0,65.0,25.0,25.0,2018-08-19 12:56:16,I
ce4748dc1d048c720beb91fd9af46968,utilidades_domesticas,59.0,543.0,2.0,2150.0,47.0,23.0,27.0,2018-08-19 13:02:11,I
1bb451598371a55d8d19057f39929ec8,beleza_saude,53.0,2506.0,1.0,2550.0,28.0,14.0,20.0,2018-08-19 13:20:33,I
41e69d7f18786d26805f7067f605e675,cama_mesa_banho,54.0,473.0,2.0,8400.0,50.0,25.0,25.0,2018-08-19 13:43:48,I
3a6a0247ced9dcb444b46caafdcdd368,beleza_saude,60.0,2497.0,1.0,3600.0,20.0,20.0,20.0,2018-08-19 13:52:46,I
8156560a597cfcc16981c907c4cae459,cama_mesa_banho,49.0,259.0,1.0,2117.0,35.0,8.0,27.0,2018-08-19 14:19:27,I
79f9bb25cea215b868332aac0125c4f0,utilidades_domesticas,58.0,533.0,1.0,1100.0,27.0,24.0,27.0,2018-08-19 14:37:08,I
4a545fda8038a360bd93a5f1ac419a4e,esporte_lazer,41.0,767.0,1.0,100.0,18.0,18.0,18.0,2018-08-19 14:51:31,I
28fe7bc9b73556b0cee83320fcd2600e,utilidades_domesticas,56.0,1200.0,2.0,3550.0,16.0,43.0,43.0,2018-08-19 15:10:51,I
c50db74048e3d2e0d3d6dc83e1f92d02,cama_mesa_banho,55.0,847.0,1.0,5600.0,39.0,25.0,45.0,2018-08-19 17:17:45,I
cb8b2c8c7d4b9d2be73590f3f99b3cdb,beleza_saude,38.0,267.0,2.0,250.0,22.0,12.0,17.0,2018-08-19 17:20:11,I
69d5b1ade2329c97baa0869990fd5862,beleza_saude,59.0,821.0,2.0,650.0,21.0,7.0,12.0,2018-08-19 17:22:11,I
d2a6a1234a2a54138b50cfea40992d78,relogios_presentes,46.0,206.0,1.0,700.0,21.0,14.0,14.0,2018-08-19 17:25:36,I
2ab31f78e069ddb51930c6ace3759e45,bebes,56.0,419.0,1.0,2300.0,38.0,10.0,34.0,2018-08-19 17:38:58,I
f576b52ac16acd49c1c3dc82ca1e792e,malas_acessorios,42.0,299.0,1.0,500.0,18.0,48.0,34.0,2018-08-19 17:45:12,I
