customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,AR_H_COMMIT_TIMESTAMP,OP
b692a0624ae349f80206637d89cc20c7,b52b6116da7ba7af1cf76076564c5bc4,27555,engenheiro passos,RJ,2018-08-17 00:01:18,I
b05b7ec51cef24539548ef473cac2f56,0f856977b616ec9022400d6d5c1bed21,62430,granja,CE,2018-08-17 00:03:17,I
3226925dceac15f5cc2ca251b64e1ef3,2ec723cccfb1cb7457fcba909e382d7b,77750,couto de magalhaes,TO,2018-08-17 00:03:18,I
b88ecfa0e624d3175e5ddd104af149d0,b8a871c20119098879d1138ab15f9de2,24460,sao goncalo,RJ,2018-08-17 00:07:40,I
a955de2289dd1f2a6d80df6b565860f1,5744cb545c3e8137a49e4078190dcb2c,23026,rio de janeiro,RJ,2018-08-17 00:12:36,I
a9b2a6199654f4da4425e9c820bc57e2,45cb7a0ecc2e6dc9c3e204f0bfa8454e,66025,belem,PA,2018-08-17 00:14:35,I
6414adc9e0375fb95d8264bcbc8f880b,d88fdec8f16319f32bc0cdbc28e78271,28970,araruama,RJ,2018-08-17 00:22:03,I
205fcc6c48de256d3956dfba9fc6c0de,7194aedf92f96de4f609595adc4c6441,60734,fortaleza,CE,2018-08-17 00:22:06,I
2787b52f991163e9aabe52703b25d2ce,91a9ea8955c590c56a2bc6e526333a3b,5877,sao paulo,SP,2018-08-17 00:22:38,I
a1f27ba837ed167d3c9830a40e014a77,1c6a976aa6d46270706e2eb1515a1461,4719,sao paulo,SP,2018-08-17 00:24:56,I
57cffec2e5c21ad9bee83cc699bfc9b0,2ca298adaa0c377d5450bb1558b40e27,37701,pocos de caldas,MG,2018-08-17 00:31:36,I
3d2186a3eb0c590c87ec680286f66ab5,f703ca9256394a6670c9abf135cfe4ab,38660,buritis,MG,2018-08-17 00:32:25,I
c1db54e715e7995eff3fc96422c8e71e,6b39f919c2614b3cf1cb0e082656b566,12248,sao jose dos campos,SP,2018-08-17 00:34:31,I
5a484fb97bcfd090eb27cf27f23c3f0f,c042b1ba3b0672a54b377a0f883f0ad2,6663,itapevi,SP,2018-08-17 00:34:37,I
10cf0db79a8e68ac76562fa4d4be2e22,752ea7a0315f9117021ee1d6df7e8821,30160,belo horizonte,MG,2018-08-17 00:36:23,I
77104608a51ca163093b261e44fc8cd3,ede1f1d3e3e1ffad65670d87556c74c4,18650,sao manuel,SP,2018-08-17 00:36:26,I
1a6d4833c060a4f4b5e296057be4fa85,74f1cb6900dadb1afca23c04643b06ce,38742,patrocinio,MG,2018-08-17 00:38:36,I
e4d86d1da4dc444b482115d7aeb1cc3f,70e15e657d597f3c096fb696e815018f,97590,rosario do sul,RS,2018-08-17 00:38:47,I
15682e5411338f13bfe06c922de887e2,6c44bdab57e479c823b916ee8ded98ad,7240,guarulhos,SP,2018-08-17 00:44:34,I
33b28a041517bfa554ac9cf2556210d5,3ba8d36bd11c56cddc1f638858d4bf7c,16220,gabriel monteiro,SP,2018-08-17 00:48:51,I
3135962ee745ef39b85576df7ddbaa99,00b2ca23369b68c4d4105ecea9c0cb93,62970,alto santo,CE,2018-08-17 00:49:41,I
d5feeb223000c4c6dfdb7219b681e1d4,e50ea15dcac31a9d71774941d06ca5da,1207,sao paulo,SP,2018-08-17 00:55:54,I
7ee0a3bafb74d553dd58b53458c8fe1b,934b9eb4677a33e446ebfe58a95794aa,75920,santa helena de goias,GO,2018-08-17 00:58:26,I
9f964108ef98c1c188f639dd5f6f8cfc,f4535f35e83a2a2459dd49397f55ecc7,2181,sao paulo,SP,2018-08-17 01:04:20,I
352b6f640af26b0d36b6d2c8760cf5d2,8356af66c0132c203bc366a3d6720ca2,38742,patrocinio,MG,2018-08-17 01:06:38,I
ae697bc1ed176e43ee2032cde856bd82,68626709345049fe1e160e86baa7766b,6083,osasco,SP,2018-08-17 01:12:49,I
b7896ffa94f5b80d1f845336080ddd63,ff791f3cb152bc163f7bf0b966159222,13201,jundiai,SP,2018-08-17 01:23:35,I
103874f64ec80d1fd24bcf2217118317,62d55590d6388864b69a25523eb7b043,85851,foz do iguacu,PR,2018-08-17 01:28:43,I
b7696f3033663a871d0663c2398861db,e9460d74f131e328cfe6d3ccd5c80600,70686,brasilia,DF,2018-08-17 01:36:23,I
ecc00bf7d2998377dad8e970fcf7beaf,4f33194ab5bc0ff58322acc740c36798,69317,boa vista,RR,2018-08-17 01:38:26,I
fa5cde2f984262f2398e3180c7638648,230061b6b7d06e99964e3d22c92ae0ad,78144,varzea grande,MT,2018-08-17 01:42:33,I
2d526742d60a98a21a1eeeb458664ece,629efa22bb20f2263370589defe312c1,6763,taboao da serra,SP,2018-08-17 01:48:29,I
fe11d27a155ab2ad8d59cdcadde0d9f9,3f4265aac241999625e521ccb38ec1ff,4841,sao paulo,SP,2018-08-17 01:48:42,I
02bd740a9c42959b61e38d5a07d43522,0fbf73cb8a40e33ad3a0b46a6212cd44,12228,sao jose dos campos,SP,2018-08-17 01:50:27,I
d350a613608b1daf059e9ecf45d0aa54,53e9c392877777b537c258b8bc281845,11705,praia grande,SP,2018-08-17 01:52:31,I
b4a24540ca7eab4fe0c46d6efa6009cb,02063d3c56dc62e17f57cdd78c4962ff,9132,santo andre,SP,2018-08-17 01:56:46,I
76bd340b071ad08aa83e7b9c25451128,00c8c7f0cafacc30bfda2a9a7445ec80,21311,rio de janeiro,RJ,2018-08-17 01:58:41,I
a7d162019d5a4cfaeb490e2db9b4c251,9155d337b80f0c2b73519b61ee0b6437,29101,vila velha,ES,2018-08-17 01:58:44,I
d68f4c538ab9176ed85a35b4378d0423,9c02e1680059de9636308cde3f7fef27,6535,santana de parnaiba,SP,2018-08-17 02:06:32,I
2566c2f24dfb920ba9a2516228c48fd0,c6cda1260ee2defc2b326e6c253406c8,22420,rio de janeiro,RJ,2018-08-17 02:35:39,I
