order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,AR_H_COMMIT_TIMESTAMP,OP
1124e4ebba42a10ac32ef40dd8dd6475,1,466c3d5cdc2189e98333b68c00a1c756,f7ccf836d21b2fb1de37564105216cc1,2018-08-10 00:15:17,39.0,13.85,2018-08-08 00:01:34,I
bd4408025e544757842c962993ff7104,1,bd988548c4a31b6c4fe5571e3cea8f8a,fe2032dab1a61af8794248c8196565c9,2018-08-10 00:25:04,179.9,16.36,2018-08-08 00:12:58,I
f2d6e146e252aff67545075d6bca048b,1,c6bf4cdc2fc9ca1189d18f026d95af07,955fee9216a65b617aa5c0531780ce60,2018-08-13 03:31:30,260.0,62.8,2018-08-08 00:23:12,I
aaeb782b2c3417edea48a095560116d3,1,1010bcae3110d01e187c7fcf789207bc,c70c1b0d8ca86052f45a432a38b73958,2018-08-15 00:50:10,110.32,22.7,2018-08-08 00:38:57,I
effbfd427fc518944d214380e421a4de,1,189f163ac190749c553a4835c22aa3a8,33a6f4b1e7cdc205511e76ba1b6e0186,2018-08-10 00:50:11,63.99,9.2,2018-08-08 00:42:18,I
25362fbf6aac4b01a28dee1e076acc26,1,7ae27ce0834f80f4e3779fd06ca9ce83,44ed138eca6214d572ce1d813fb0049b,2018-08-14 01:05:13,39.9,16.47,2018-08-08 00:43:30,I
25362fbf6aac4b01a28dee1e076acc26,2,7ae27ce0834f80f4e3779fd06ca9ce83,44ed138eca6214d572ce1d813fb0049b,2018-08-14 01:05:13,39.9,16.47,2018-08-08 00:43:30,I
8913cd2b52dc823cb5bd0dbcfc666799,1,1a658f920c35086bb2f6421f240608bd,edb1ef5e36e0c8cd84eb3c9b003e486d,2018-08-10 01:05:09,74.65,8.26,2018-08-08 00:53:24,I
11526907a9d9e94078d44fb1c4abb4ec,1,03078714f1e3f3758555f67ff35b4b01,594f9aaa48e5bf431f011ddc5669b0d5,2018-08-13 03:45:28,44.9,16.5,2018-08-08 00:56:34,I
a4bc1696d87f667da1b782b7707358ad,1,b99e2a514ed0d9a2594decfe71da28e7,31561f325664a8a7aba4c8d0c3a9b3db,2018-08-10 01:10:09,49.9,7.61,2018-08-08 00:57:46,I
c6bf92017bd40729c135b58b643f64c2,1,3f1a741cf5591384428c1cbb0ef07ec0,36a968b544695394e4e9d7572688598f,2018-08-13 07:44:53,14.9,7.39,2018-08-08 01:15:06,I
99e5f0c685ca94e5a1c7134b1898bb1a,1,b81e20325ffcfcc0f66604b4fd84badb,b561927807645834b59ef0d16ba55a24,2018-08-15 01:25:08,29.0,7.46,2018-08-08 01:17:42,I
62a56f9bfe98de42bcdbe6cc57284dfb,1,b5e6d813290cd06e3015f41d246512e7,fd386aa7bed2af3c7035c65506c9b4a3,2018-08-10 01:35:09,25.89,22.9,2018-08-08 01:23:58,I
cc09da6c606c28d227e63092534166fd,1,73326828aa5efe1ba096223de496f596,d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-10 02:10:09,81.49,15.67,2018-08-08 01:57:45,I
