product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,AR_H_COMMIT_TIMESTAMP,OP
988117394d514cb9fb1b367714159a67,ferramentas_jardim,58.0,1378.0,1.0,3500.0,21.0,23.0,11.0,2018-08-11 08:30:03,I
700b2242828ce37313207c1e91adc2d0,telefonia,59.0,678.0,3.0,150.0,17.0,8.0,14.0,2018-08-11 08:44:26,I
079b4f19f1705ffc39bdceabfa7fe7ad,automotivo,42.0,225.0,1.0,2550.0,37.0,28.0,27.0,2018-08-11 08:49:33,I
7808e6dbab3a59c8a918adc4d6e12776,esporte_lazer,28.0,1319.0,1.0,500.0,34.0,16.0,16.0,2018-08-11 09:21:01,I
ab6894479165254fa26f0fbb31c53ce4,cama_mesa_banho,55.0,731.0,6.0,9900.0,50.0,30.0,40.0,2018-08-11 10:13:13,I
b5641c74eea110ac8212198d20058114,automotivo,37.0,297.0,1.0,3300.0,71.0,2.0,60.0,2018-08-11 10:47:33,I
e66b7287b647f1f712fb6f0ac2a6b371,moveis_decoracao,58.0,875.0,1.0,1600.0,65.0,6.0,48.0,2018-08-11 10:48:51,I
aba488672db0eba4413872b0f51e06aa,papelaria,53.0,205.0,2.0,450.0,18.0,10.0,11.0,2018-08-11 10:52:40,I
592622a6e083df9d90d48ee459f6ed80,beleza_saude,34.0,1339.0,1.0,175.0,19.0,18.0,18.0,2018-08-11 11:01:07,I
367871ca2236ba02679d121c50db7265,automotivo,48.0,839.0,4.0,1100.0,26.0,34.0,42.0,2018-08-11 11:27:17,I
14faa5803314c4ecfc2c915cd13fd24f,esporte_lazer,50.0,844.0,1.0,925.0,30.0,26.0,20.0,2018-08-11 11:31:31,I
cd7f7f00061ea28ae06afc6dc5786cf0,moveis_decoracao,33.0,1183.0,5.0,350.0,68.0,8.0,13.0,2018-08-11 11:48:41,I
d85c634ccca1e39041f2e692079dedf6,relogios_presentes,32.0,467.0,1.0,457.0,19.0,15.0,24.0,2018-08-11 11:52:08,I
f3ee2b5fe1f27cb775ed3e8af9ed39e8,esporte_lazer,57.0,3113.0,1.0,2450.0,22.0,18.0,18.0,2018-08-11 11:55:38,I
