order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,AR_H_COMMIT_TIMESTAMP,OP
79782533a7f3400f4ec7ab41028b40f7,1c767a3c2776ca26f4c440f651362aa1,delivered,2018-07-21 21:31:01,2018-07-24 11:33:32,2018-07-25 16:21:00,2018-08-10 12:07:24,2018-08-06,2018-08-10 12:07:24,U
56f8f42c9ba3fde1fd14794adfa04b1c,4fafefc10818a910bfd143269f1e4ea9,delivered,2018-08-04 17:00:55,2018-08-04 17:15:15,2018-08-08 13:26:00,2018-08-10 12:28:40,2018-08-16,2018-08-10 12:28:40,U
045e0b29f969d5cd3bf5ca04087a4af8,17eea6ff0e376f0b4aa18753bab227c1,delivered,2018-08-06 22:58:06,2018-08-06 23:10:11,2018-08-07 16:29:00,2018-08-10 12:55:23,2018-08-17,2018-08-10 12:55:23,U
55f140655997122535ac2c2290ce6b2e,e683a49bd6cdbb2f70dfb43c796ef937,delivered,2018-08-02 12:33:46,2018-08-03 02:45:20,2018-08-03 13:14:00,2018-08-10 12:58:39,2018-08-21,2018-08-10 12:58:39,U
945425732a4ff01eed5bfc09c1d5bd7f,f1e20e29a707cbf90c52db66704ebc70,delivered,2018-08-05 19:07:16,2018-08-05 19:15:20,2018-08-06 14:28:00,2018-08-10 12:58:40,2018-08-23,2018-08-10 12:58:40,U
aa258c22c28dfa03522e7997c426e627,82bee56e5e5857fe1dcd984cb33b3558,shipped,2018-08-10 13:02:31,2018-08-11 12:55:26,2018-08-14 14:38:00,,2018-08-27,2018-08-10 13:02:31,U
eeb52cabd36aa10f5feb6a64e51f8dae,fa2b6bd3224edd5a751aa1436a43b6df,delivered,2018-08-07 10:07:19,2018-08-08 03:15:12,2018-08-08 12:22:00,2018-08-10 13:05:24,2018-08-20,2018-08-10 13:05:24,U
1f9ed60661469689dae5955276ef81a5,46853a08808655a711805c973b549079,delivered,2018-08-02 18:56:22,2018-08-02 19:10:22,2018-08-07 11:15:00,2018-08-10 13:08:41,2018-08-20,2018-08-10 13:08:41,U
fcfb5461769cc63d4c83cc3dd5c2ec55,23ab8595a676de7f50c83385883977e5,delivered,2018-08-04 09:49:36,2018-08-04 10:55:10,2018-08-06 15:30:00,2018-08-10 13:09:35,2018-08-27,2018-08-10 13:09:35,U
74599b2f01a4dc2150e3e9c9d8ecab7f,e8ae3c014c3089e4d85ea36f72cacbba,delivered,2018-08-02 16:55:13,2018-08-02 17:10:13,2018-08-03 15:09:00,2018-08-10 13:12:03,2018-08-24,2018-08-10 13:12:03,U
1b36920ded6f3aa566e53f04957af0e7,9ec979fd2f55c5949806b0cefd2a5e14,delivered,2018-08-06 10:37:09,2018-08-06 10:50:22,2018-08-06 14:28:00,2018-08-10 13:18:31,2018-08-16,2018-08-10 13:18:31,U
eea61355af8b855cb3b052efc66b588c,16954e328eb60c928b51850c43b50066,delivered,2018-08-07 16:28:00,2018-08-07 16:44:53,2018-08-09 16:12:00,2018-08-10 13:26:44,2018-08-14,2018-08-10 13:26:44,U
0b5bc52b360d662aac171cf7ae46f187,c12fcf45432897dd8cb4c7f5455ef05a,delivered,2018-08-07 20:31:03,2018-08-09 03:45:11,2018-08-09 13:32:00,2018-08-10 13:28:31,2018-08-14,2018-08-10 13:28:31,U
be49c4e4b3b0f04ec7752ea004feec8c,5cf67e8b0f3046587f30daa2ae1c3e69,delivered,2018-08-05 14:07:10,2018-08-05 14:24:27,2018-08-06 15:16:00,2018-08-10 13:32:27,2018-08-15,2018-08-10 13:32:27,U
3a6f6cf4de24c8615434613e2f1db015,24919b72996bb428094aac6b57ff53de,delivered,2018-08-08 14:48:43,2018-08-08 15:04:58,2018-08-09 15:15:00,2018-08-10 13:34:30,2018-08-15,2018-08-10 13:34:30,U
5c52bc8eeaca96c7b9ed2d47db358f43,7c95f786dfd0d418107a4c735f494e74,delivered,2018-08-07 11:21:27,2018-08-07 11:35:24,2018-08-07 15:13:00,2018-08-10 13:51:38,2018-08-28,2018-08-10 13:51:38,U
