review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,AR_H_COMMIT_TIMESTAMP,OP
1238139eea3ce571733a7331c89a549c,1c3942a6bfebaf529e695c920baacb0f,5,,"Ótima compra,foi rápida e no dia da entrega correta. Parabéns!",2018-08-17,2018-08-18 01:37:07,2018-08-17,I
811f2409fc1783bd6edcd70184ce5c6a,999ecbda5d7b314b856c71e7bb73d8ee,5,,,2018-08-17,2018-08-20 15:25:39,2018-08-17,I
4fc8aaf6ac08171c783032741c69d735,9eb075cc33882ff5997d289a55aab488,3,,,2018-08-17,2018-08-17 19:08:35,2018-08-17,I
e42ae999b2f1e4148f9b84d0080c3ae9,7249180b70badb4081586e4964f2c675,1,,,2018-08-17,2018-08-17 08:46:08,2018-08-17,I
1821785a4806dcd5d404ebb79e69e444,4471fc5ecfbb3b7fec1044fc6e6f6851,5,,"Tudo rápido, me senti tranquila em poder acompanhar cada etapa da entrega,que foi bem antes do prevista.Continuarei comprando e recomendando.",2018-08-17,2018-08-17 18:50:38,2018-08-17,I
06365929e78b81e7e677f702126b246a,2bab21da7cb38da9002fcb361c7c046f,5,,,2018-08-17,2018-08-18 08:05:32,2018-08-17,I
883363c926a9e2c53d92454f8e256853,545e4aeec01e2675dd302bbd4c5cd606,4,,,2018-08-17,2018-08-18 10:19:30,2018-08-17,I
0aa6d671769398497e8f7d152de00be7,86f1238d241a48cdbedf1a46d8532ded,4,,,2018-08-17,2018-08-18 07:49:25,2018-08-17,I
6340b67bf631bce0ea39fe76c2c810be,c8035c255b0c345f46e7ed85cbaf1a79,5,,,2018-08-17,2018-08-18 11:53:43,2018-08-17,I
c86f311e6de8e88d0ad98fc7a8980ec2,5bcc22a5b7883bf37424018f8068c511,5,Elogio,"Produto original, como na foto.",2018-08-17,2018-08-21 13:28:21,2018-08-17,I
b422f6cd938bcd943ccc3f9458309e54,fd2356259b01adb02b8da459b14a92fc,5,,,2018-08-17,2018-09-11 16:42:54,2018-08-17,I
652d4e1205830f9befa536c32b7a8d98,d8c8bece281c5226428ab03f72ae8416,5,,,2018-08-17,2018-08-17 22:33:59,2018-08-17,I
dbed452ff64865ceabcc0464038aaea9,0cce1e1470bc8d35d6a2bebb6991bc1b,5,,,2018-08-17,2018-08-20 02:39:15,2018-08-17,I
194bb36d095e2c39408837908ab2df73,8d2ca1078f464825b9e902aaa37e0683,4,,,2018-08-17,2018-08-20 12:01:57,2018-08-17,I
3cb9ed0c55e897e1099d2133c36792f0,c8e0d72c6ab615e05977b79e02110d41,5,,,2018-08-17,2018-08-19 20:11:58,2018-08-17,I
4ba9c4336358b43a8a9f71f1df94c754,4a1b2eddbc026752feeb5bdc37943b0d,3,,,2018-08-17,2018-08-20 10:54:13,2018-08-17,I
d77f595a8e0905e9b449fa6601f59011,be6a7fe72fe67600cceb9213855d6551,5,,,2018-08-17,2018-09-19 22:59:54,2018-08-17,I
9da535e73c0af95058dbc46af6fd8ec8,ec3b583694db9a04ad2928a8f0546207,5,,,2018-08-17,2018-08-18 03:59:43,2018-08-17,I
2a2d578b680b486b09f64bb9418f0059,249ce1b12f07122e85a8a56336368477,5,Nota dez,,2018-08-17,2018-08-21 15:07:19,2018-08-17,I
9584f00ef1c1271267957a756d061db7,4c612311c4c424c8ccf682de9b443659,4,,,2018-08-17,2018-08-17 06:58:28,2018-08-17,I
6db5280f4bb38b2f1dae18cffcc3963d,3e5d9d4bd8c8fb94162c7aa9013240c9,5,,,2018-08-17,2018-08-18 01:57:01,2018-08-17,I
1c4080ec54a4084749b99079b2b56547,1b18059100e6796d8551306a1876fc09,4,Muito bom ,,2018-08-17,2018-08-17 22:41:54,2018-08-17,I
2f415d728152a1158167e79cf1daa470,a250e33c3d40fa9dd726391ebc5a4abb,3,bom,"bom dia... recebi meu segundo produto comprado nessa loja, porem o primeiro estava bem embalado e nos conformes, mas o segundo estava com o lacre abaixo da tampa aberto.",2018-08-17,2018-08-20 13:08:51,2018-08-17,I
a2ec1bd62dca299a88668ef3218055ec,9eda772d641a7fceb1332e9906ce23a3,3,,,2018-08-17,2018-08-20 09:06:11,2018-08-17,I
4bc770c583c8dee82523c9c9cd88e35f,53d6ff29496a8aec64f36ab9a4691d77,5,,,2018-08-17,2018-08-20 00:01:05,2018-08-17,I
