product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,AR_H_COMMIT_TIMESTAMP,OP
afc0353fe79b04ccc1c58929acbbe62a,construcao_ferramentas_construcao,56.0,1776.0,6.0,2100.0,34.0,18.0,18.0,2018-08-14 18:02:25,I
c369969688c2dd9946c5dbf694e87904,moveis_decoracao,44.0,1224.0,4.0,900.0,50.0,11.0,11.0,2018-08-14 18:03:56,I
6bbd7902820d4d6477f93b1d2b8370d9,fashion_bolsas_e_acessorios,40.0,833.0,1.0,100.0,16.0,14.0,14.0,2018-08-14 18:09:24,I
e23ba2d67536a20c2646c23694e39cf8,beleza_saude,59.0,486.0,1.0,875.0,18.0,12.0,12.0,2018-08-14 18:20:17,I
c74a37316ea4fc5a410fc4ff2429a048,relogios_presentes,51.0,1088.0,2.0,450.0,16.0,11.0,12.0,2018-08-14 18:33:48,I
8948d630b987780fb97c5de8edbff85a,esporte_lazer,36.0,1145.0,1.0,87.0,18.0,18.0,18.0,2018-08-14 18:42:19,I
38ec77783936fa7f33d24dc56a46eca1,automotivo,54.0,153.0,4.0,250.0,23.0,12.0,15.0,2018-08-14 18:46:06,I
7e53a61dd91122cf3f80674ab5068403,beleza_saude,52.0,1219.0,1.0,950.0,20.0,10.0,40.0,2018-08-14 19:10:40,I
32a0c903321b383d2df2bb7d835ad2e8,utilidades_domesticas,46.0,467.0,1.0,5000.0,88.0,58.0,13.0,2018-08-14 19:12:16,I
6e49a0cef77b3e3680a0c842d0bb612d,esporte_lazer,60.0,729.0,5.0,150.0,17.0,15.0,16.0,2018-08-14 19:12:55,I
66a5f1151e5e84215b3c3ee6592f2b15,fashion_bolsas_e_acessorios,59.0,116.0,5.0,150.0,16.0,9.0,11.0,2018-08-14 19:27:11,I
4faca3ec2b35828a327cecd7fd0bc9b6,moveis_decoracao,57.0,132.0,1.0,5450.0,30.0,36.0,30.0,2018-08-14 19:28:27,I
77c85114b82935ec7619f75cdf072a48,moveis_sala,39.0,301.0,1.0,5050.0,64.0,13.0,63.0,2018-08-14 19:28:27,I
b6c9cd6e3f66939d3156d1def59b7639,utilidades_domesticas,60.0,236.0,3.0,1750.0,48.0,9.0,38.0,2018-08-14 19:39:04,I
d2590e760a219370be80631524e6a493,cama_mesa_banho,60.0,1804.0,1.0,650.0,42.0,11.0,29.0,2018-08-14 19:39:47,I
4f74d757aae5755017f9afc37c65afa6,construcao_ferramentas_construcao,32.0,566.0,2.0,2300.0,37.0,15.0,37.0,2018-08-14 19:44:00,I
6ba64cfa68872d30def59da724cc6ca2,esporte_lazer,45.0,573.0,3.0,150.0,27.0,31.0,18.0,2018-08-14 19:46:25,I
06fe3302412088c32997cf915fced4da,beleza_saude,39.0,666.0,1.0,825.0,18.0,9.0,12.0,2018-08-14 19:48:58,I
7931c305032ec48bb0ed7bd63539aeec,construcao_ferramentas_construcao,60.0,721.0,4.0,5200.0,49.0,13.0,39.0,2018-08-14 19:59:07,I
f0e9e463279266cdbe14661227cab9e5,utilidades_domesticas,58.0,1520.0,2.0,6000.0,74.0,25.0,36.0,2018-08-14 20:10:19,I
48116a826b3a019f97c5fa8e8ce788a5,eletrodomesticos,59.0,237.0,1.0,1400.0,55.0,8.0,38.0,2018-08-14 20:38:23,I
4b8241107656c46b2a8d89586bf2a893,eletronicos,48.0,622.0,2.0,500.0,22.0,11.0,11.0,2018-08-14 20:56:45,I
3cf83300f19d319b1a4b6c40f6734b06,ferramentas_jardim,60.0,545.0,1.0,475.0,19.0,8.0,12.0,2018-08-14 21:08:29,I
9787e1a082d59d798172f4a7567e93af,fashion_bolsas_e_acessorios,58.0,1481.0,5.0,150.0,25.0,8.0,18.0,2018-08-14 21:18:48,I
b7d4874bd1f4dcf0d73abaaee0bff5f6,cama_mesa_banho,53.0,249.0,1.0,350.0,25.0,2.0,30.0,2018-08-14 21:20:19,I
44a2277ba35236a92dd4cd0f268869a1,telefonia,57.0,623.0,5.0,185.0,19.0,9.0,15.0,2018-08-14 21:20:40,I
c5d4587c8ff1775a879008a4f804eb70,cama_mesa_banho,29.0,389.0,1.0,1750.0,35.0,35.0,20.0,2018-08-14 21:49:10,I
c9e2166d65e4f9986c1ed219bb5f8606,cama_mesa_banho,54.0,209.0,1.0,5210.0,60.0,23.0,54.0,2018-08-14 21:58:07,I
855c27cfc6220613d38cddc543932b4f,papelaria,38.0,118.0,1.0,100.0,16.0,5.0,16.0,2018-08-14 22:19:42,I
787031fcba26480c47bc89a7595a73a3,livros_interesse_geral,31.0,1037.0,1.0,550.0,24.0,3.0,18.0,2018-08-14 22:28:42,I
57b82771ce003dac0f16625ce9e85dca,cama_mesa_banho,42.0,324.0,1.0,950.0,36.0,4.0,29.0,2018-08-14 22:30:33,I
59af9f8790e7a3f82851c321f0e825bf,cama_mesa_banho,51.0,454.0,2.0,22525.0,45.0,55.0,65.0,2018-08-14 22:31:52,I
d3153ef55a46de1972249b0a044c5bd7,beleza_saude,56.0,1266.0,1.0,1400.0,20.0,20.0,20.0,2018-08-14 22:51:45,I
8da584c8aff7ec074bbc0c8d68713bc9,relogios_presentes,33.0,651.0,1.0,387.0,17.0,12.0,12.0,2018-08-14 23:20:35,I
