product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,AR_H_COMMIT_TIMESTAMP,OP
d35839b7d99e82c6541eae7a3cc1f527,papelaria,38.0,519.0,1.0,250.0,19.0,11.0,14.0,2018-08-07 12:06:54,I
81310f3abbc71bf476f866abfa353df9,eletronicos,49.0,415.0,3.0,389.0,20.0,14.0,20.0,2018-08-07 12:08:49,I
669386709be2cc2fc80d31077bd43f2f,automotivo,47.0,295.0,5.0,1500.0,18.0,27.0,15.0,2018-08-07 12:08:53,I
3e12358032a6a599d25d9fd630cec2e1,utilidades_domesticas,52.0,1301.0,1.0,975.0,31.0,12.0,21.0,2018-08-07 13:05:13,I
8ea6651a5fee129653198012abdd4185,bebes,30.0,878.0,1.0,1400.0,44.0,6.0,36.0,2018-08-07 13:07:13,I
270c7e8ac3a5d25cc4324f7b603b8a22,utilidades_domesticas,35.0,483.0,2.0,500.0,16.0,25.0,15.0,2018-08-07 13:21:30,I
10f2f7707444b16ab90c38797c095336,relogios_presentes,51.0,595.0,6.0,350.0,16.0,2.0,11.0,2018-08-07 13:28:15,I
f91ca402b63936397a526d0c81976270,beleza_saude,56.0,990.0,2.0,200.0,16.0,16.0,16.0,2018-08-07 13:34:42,I
ca7a479258a82d50745a75fc9a916475,automotivo,59.0,2032.0,6.0,1775.0,42.0,28.0,31.0,2018-08-07 13:40:51,I
f236d6f238239abfba8268f427d07c33,beleza_saude,29.0,538.0,1.0,3000.0,30.0,12.0,16.0,2018-08-07 13:44:12,I
9393358ebcb4f182f4e42d0c3b863cea,bebes,54.0,438.0,3.0,11400.0,65.0,15.0,70.0,2018-08-07 13:47:04,I
d7a2f0c3a43042d52cf8361958342c5d,cama_mesa_banho,47.0,1384.0,2.0,1250.0,48.0,10.0,12.0,2018-08-07 14:02:28,I
3e8fca04d24eff0e2177d6157127ed70,moveis_decoracao,51.0,986.0,2.0,300.0,68.0,8.0,13.0,2018-08-07 14:03:46,I
e9f31c92ab2b5fb1c5835ba61f39edd3,esporte_lazer,50.0,1449.0,3.0,600.0,18.0,11.0,11.0,2018-08-07 14:05:50,I
8df319d9f48776cb857c83625848367e,informatica_acessorios,58.0,2083.0,4.0,300.0,17.0,17.0,17.0,2018-08-07 14:06:46,I
c7208c176705ee9e839f9ada9401d4c6,utilidades_domesticas,53.0,601.0,2.0,350.0,34.0,12.0,16.0,2018-08-07 14:07:40,I
13092c58e867fc029b7307c2dc6f18f8,beleza_saude,42.0,1867.0,1.0,287.0,16.0,16.0,14.0,2018-08-07 14:10:01,I
4a2a8940c899ed2b924c82f8a553e47d,relogios_presentes,32.0,1630.0,2.0,200.0,16.0,16.0,16.0,2018-08-07 14:14:15,I
3d9bbe6e6d8c6dd8ba6e728f2586e510,beleza_saude,60.0,499.0,1.0,273.0,16.0,13.0,14.0,2018-08-07 14:16:50,I
56cfc201c76464fa6c5b3f4a1257fa0b,beleza_saude,56.0,1833.0,1.0,2300.0,28.0,14.0,20.0,2018-08-07 14:18:27,I
d3e43faeb92b20d373f87088a03ac642,automotivo,60.0,2102.0,4.0,100.0,16.0,4.0,12.0,2018-08-07 14:24:49,I
3c0c25556095f68ed9d05df570c9c587,pet_shop,45.0,3110.0,5.0,1620.0,40.0,30.0,30.0,2018-08-07 14:27:32,I
7384fb8f06ad25539cdc1f9f56d02947,fashion_bolsas_e_acessorios,58.0,391.0,4.0,300.0,25.0,25.0,12.0,2018-08-07 14:45:43,I
6742c031c6ff9b57e732163ac4ca368f,papelaria,60.0,1076.0,4.0,750.0,34.0,4.0,23.0,2018-08-07 14:50:14,I
73932133f40320ca7c542cba422a6461,utilidades_domesticas,51.0,625.0,8.0,650.0,16.0,16.0,16.0,2018-08-07 14:56:32,I
f0f9486bd96130088e93b7a3b3c08ebc,livros_interesse_geral,48.0,1255.0,1.0,110.0,33.0,6.0,22.0,2018-08-07 15:00:42,I
6b5eb8d183cf59e028117fbf4a43b28c,automotivo,53.0,789.0,1.0,2850.0,90.0,25.0,35.0,2018-08-07 15:10:27,I
1158f353b550ac2a2dee2239ac64f79a,informatica_acessorios,52.0,171.0,1.0,750.0,40.0,27.0,12.0,2018-08-07 15:17:28,I
46d418ab71bf88eeaa978665d4b0f693,,,,,162.0,16.0,8.0,11.0,2018-08-07 15:58:39,I
