product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,AR_H_COMMIT_TIMESTAMP,OP
75c1defd23a9893201a8bed3740168eb,eletronicos,60.0,653.0,1.0,401.0,17.0,12.0,15.0,2018-08-07 18:34:26,I
e28a83b76a4ef29f90a34d134961e22f,esporte_lazer,49.0,749.0,2.0,2800.0,35.0,12.0,35.0,2018-08-07 18:43:11,I
90e7f883fbd53dbb43ea8c32eb63ebe9,construcao_ferramentas_construcao,60.0,3119.0,3.0,4250.0,16.0,13.0,12.0,2018-08-07 18:43:53,I
5a6eeab62396852f7d89b60ba3a73cce,ferramentas_jardim,33.0,109.0,1.0,300.0,16.0,22.0,11.0,2018-08-07 18:45:30,I
2f0ea37228e35c052271f5617038986b,esporte_lazer,58.0,1484.0,5.0,1150.0,40.0,20.0,20.0,2018-08-07 19:12:18,I
f0be153642b7b0ea5f46bdbaa7f62ce7,moveis_decoracao,52.0,1000.0,6.0,2050.0,25.0,85.0,15.0,2018-08-07 19:13:10,I
89904bec271974d069685a6568091c8a,beleza_saude,40.0,684.0,2.0,200.0,16.0,16.0,12.0,2018-08-07 19:13:25,I
813abede22d2496612b447a3f55f629e,eletronicos,54.0,296.0,5.0,225.0,18.0,10.0,14.0,2018-08-07 19:13:51,I
7a40001d3da620600ab80109510f3496,beleza_saude,47.0,3963.0,1.0,850.0,16.0,24.0,16.0,2018-08-07 19:13:54,I
c04ad94639d284d69b5ca0642a44f445,automotivo,32.0,347.0,1.0,11650.0,40.0,30.0,30.0,2018-08-07 19:21:40,I
6b7de889f456ee35f031172d358b2cd2,papelaria,60.0,778.0,6.0,1500.0,30.0,50.0,20.0,2018-08-07 19:33:01,I
b9de40e43fccb6ba53b7eadbd5c49077,utilidades_domesticas,41.0,1188.0,3.0,700.0,70.0,10.0,15.0,2018-08-07 19:37:16,I
25d035762df754b895cf8e847168409a,pet_shop,27.0,1553.0,1.0,1167.0,24.0,28.0,20.0,2018-08-07 19:38:33,I
23d625ed972ea9221c3d375ae3f15bef,automotivo,58.0,655.0,2.0,50.0,20.0,10.0,16.0,2018-08-07 19:58:03,I
08e2ebd22ce2347ede845d0f3b64270c,cama_mesa_banho,42.0,218.0,1.0,4900.0,40.0,4.0,30.0,2018-08-07 20:00:22,I
a6f1c622ba2df1146e04690cb9622288,papelaria,21.0,286.0,1.0,150.0,35.0,27.0,27.0,2018-08-07 20:06:47,I
2d2d15d322e7069eddf81d5200b19417,moveis_decoracao,56.0,352.0,1.0,2000.0,35.0,43.0,35.0,2018-08-07 20:13:54,I
ec9f54e0036a28f74cc88439e4f9168b,eletrodomesticos,26.0,256.0,1.0,1150.0,33.0,7.0,33.0,2018-08-07 20:18:05,I
1440c3493146c70f05302fa3edf1038f,papelaria,59.0,1937.0,5.0,6250.0,32.0,36.0,32.0,2018-08-07 20:21:41,I
ea54f7358c3cecaf658b39b7c5f0f020,perfumaria,23.0,479.0,4.0,100.0,16.0,10.0,11.0,2018-08-07 20:25:17,I
12f996b4a20f364ff8b53e086e0bff8c,eletronicos,49.0,1130.0,1.0,148.0,17.0,15.0,15.0,2018-08-07 20:40:10,I
931bb2a750c49badcd543774fd227364,relogios_presentes,55.0,592.0,2.0,275.0,19.0,13.0,13.0,2018-08-07 20:42:30,I
46e331e83e48420b6f7a8404cf204e0b,climatizacao,56.0,903.0,6.0,10050.0,35.0,28.0,16.0,2018-08-07 20:45:25,I
d48782d1a53a65a84d63efd6aabd4f03,construcao_ferramentas_construcao,38.0,409.0,2.0,8817.0,43.0,24.0,47.0,2018-08-07 20:48:00,I
875a509e10e1382ada98cd0c25f0a256,ferramentas_jardim,60.0,656.0,1.0,575.0,20.0,20.0,20.0,2018-08-07 20:57:01,I
12b5c5d13512ad7cae70181fc503f42e,automotivo,51.0,2651.0,4.0,300.0,16.0,11.0,11.0,2018-08-07 21:18:38,I
13b6735a82ec831943957f19fe66f71e,cama_mesa_banho,58.0,301.0,1.0,1500.0,38.0,8.0,28.0,2018-08-07 21:18:51,I
5192b3aef1e52554497d72e7f5b97f28,cama_mesa_banho,60.0,305.0,1.0,2200.0,35.0,12.0,25.0,2018-08-07 21:18:51,I
da98518441170ed0b0afcc0b471806ee,cama_mesa_banho,57.0,300.0,1.0,1700.0,38.0,8.0,28.0,2018-08-07 21:18:51,I
54ae1a64e9af8424bcf3162a0df487c7,esporte_lazer,43.0,1435.0,5.0,450.0,40.0,10.0,20.0,2018-08-07 21:20:49,I
98f129cbe241892b96fca3363f2caed4,construcao_ferramentas_seguranca,59.0,2112.0,5.0,300.0,17.0,7.0,17.0,2018-08-07 21:38:12,I
c55ee2882c5321eb3c9277e5c92e50c7,cama_mesa_banho,57.0,1046.0,1.0,1450.0,25.0,25.0,25.0,2018-08-07 21:44:50,I
b92268ad64d3947c80fddbc3a82de845,utilidades_domesticas,55.0,134.0,1.0,8850.0,39.0,12.0,78.0,2018-08-07 21:58:48,I
bcf64c2356ded745b81b4348a8a763e1,pet_shop,48.0,1561.0,1.0,1000.0,19.0,15.0,18.0,2018-08-07 22:03:27,I
0c4a0f8ab44f9acd2d04e7024f9ba362,alimentos,49.0,740.0,1.0,388.0,16.0,16.0,14.0,2018-08-07 22:03:44,I
711027a82d762aad9b42dc032629dd18,utilidades_domesticas,53.0,1147.0,2.0,5650.0,35.0,22.0,30.0,2018-08-07 22:04:34,I
43158180e30b3c0c252049265370d7b1,utilidades_domesticas,54.0,919.0,9.0,9660.0,31.0,37.0,25.0,2018-08-07 22:18:37,I
d4ad0f0b0c607df43752eaa46d2ebae3,moveis_decoracao,58.0,2010.0,2.0,1550.0,69.0,11.0,11.0,2018-08-07 22:22:31,I
498366f301125d450cf3b0d56920f8ac,cama_mesa_banho,36.0,305.0,1.0,1250.0,36.0,6.0,28.0,2018-08-07 22:36:07,I
6a24f480cc3fa5ceba9b09eb6b2f46fd,esporte_lazer,57.0,262.0,2.0,950.0,60.0,15.0,15.0,2018-08-07 22:40:08,I
093cd981b714bcdff182b427d87fc8fc,esporte_lazer,58.0,413.0,5.0,750.0,16.0,5.0,11.0,2018-08-07 22:50:37,I
