customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,AR_H_COMMIT_TIMESTAMP,OP
6454f48d32c3c0a57fcf9e1d25603ce9,f6bd60ae86266e0e13b8fef85e760e24,4524,sao paulo,SP,2018-08-15 12:02:57,I
af71c6566cc7ebbfecbb266a3ac29320,ee220a0ce9c24b1db2a23851426142cb,62215,ipaporanga,CE,2018-08-15 12:03:01,I
22498777e8676fd97e50612eb6bfbc59,b49704a8f579c6f18b301b51d3fdece6,69086,manaus,AM,2018-08-15 12:09:32,I
209255336081da592d5a018b79e24b4f,a0d20a4d4fb76cdf8d4047a01fc4cac0,9230,santo andre,SP,2018-08-15 12:16:35,I
48abb16a8c2a06fa66d61ffab3379611,5739e2bfec964ff11232483764eb628c,8410,sao paulo,SP,2018-08-15 12:18:39,I
049e1221c498aac9230d750151d75706,a696f333cede35688305bf9a303b5adf,2022,sao paulo,SP,2018-08-15 12:23:43,I
b07ff4137e54a8bf9b962ce385a93355,3a50260990258c04dfa14e6f9d74533b,85814,cascavel,PR,2018-08-15 12:32:49,I
2a829a57118286134a2571ec034c5b64,95075c4752ae66a3928f6a843da92c00,6253,osasco,SP,2018-08-15 12:33:38,I
838175db4d894e2d225b420806aeb6f0,92bd848b73f8ca45c131e67b06d526b8,4127,sao paulo,SP,2018-08-15 12:35:01,I
9899640961f5678c7fb0c46815ee6408,7738c1fd7e3b64b02ebac8389f1f3b54,6361,carapicuiba,SP,2018-08-15 12:46:48,I
b4208e59160fc4671c6afaa7feccedfd,e3a838bd588ac1fdd5cb746c5ff1753c,13104,campinas,SP,2018-08-15 12:48:52,I
612f939f08f499b902ae3f822c30e2df,bdfb29ae1ccb5ff4466a38b9a940118c,22030,rio de janeiro,RJ,2018-08-15 12:51:17,I
50f3e14da4521222cdb1fc97205151c2,67a04f9380f2caffbe3b233d8cca7604,36061,juiz de fora,MG,2018-08-15 13:24:37,I
bb0b2233b45074b8a5abdc679417bef3,61ab612047aa649fa0919d8932839270,13405,piracicaba,SP,2018-08-15 13:25:37,I
ed105972a723ac27381b28a30286e859,17e5225da8b67384722afdde9284e7f7,18150,ibiuna,SP,2018-08-15 13:34:50,I
7021912eee1bca99920c934a3d8b27c5,8381bb7c1a0fac1247790fff95b56df6,37775,santa rita de caldas,MG,2018-08-15 13:41:44,I
aca322808adbbbd50666453fe255a427,f64cabd79d38f86e4c9b08db1a891a2d,75709,catalao,GO,2018-08-15 13:51:47,I
d41e9bc1221d11912b11187ecb12b86a,52deacc5ca33fcca81bd873003e66969,1416,sao paulo,SP,2018-08-15 13:52:11,I
4b75108e04b3276463ab15e3633d73e0,bcc967b7b6ae5c124298b4a977a45a9f,45570,ipiau,BA,2018-08-15 14:01:59,I
264e5e9f32e548e54a26fd718c707553,370f5ba1aff084f218101f709b1f0e94,48030,alagoinhas,BA,2018-08-15 14:03:27,I
90434cadb303b58ea7d9ce9b0cf62e2e,745c291c0ff724e7ec6ea73d662319ce,36570,vicosa,MG,2018-08-15 14:07:54,I
ca59e6c4a46547aad67e7e66515d32f7,960fed9dfda6ab9bbfc7ce633faa1161,85822,sede alvorada,PR,2018-08-15 14:13:53,I
