customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,AR_H_COMMIT_TIMESTAMP,OP
73ffcf1dc5c927c233d385a272c7099d,24f1a2cd59b1e75983ac5393d6010e38,6626,jandira,SP,2018-08-15 18:04:11,I
591b9ee746511d856a9341b7e87fbfe0,b31e37349201c9fe959cf4d69aedf167,42800,camacari,BA,2018-08-15 18:04:16,I
7b85982525589aa280870b2dd3d4fceb,12123c52e19030dcc1a29f2bc5fa5117,33930,ribeirao das neves,MG,2018-08-15 18:05:33,I
c52cc5ca33a25f1f2a5e6ba48a1dcbdb,58af2ee44a9ca5487bd47d13db071ea5,79004,campo grande,MS,2018-08-15 18:06:48,I
88723f3ea83df04c26dd60644da2dd6b,badc0f15df5fd7f5a3717e57ec19ab9e,18015,sorocaba,SP,2018-08-15 18:06:51,I
a8a3a97e5508758040e4f84de88931bb,2a6e23d3fef1afc8a57239980eec0ebc,6396,carapicuiba,SP,2018-08-15 18:06:54,I
7d59e541e73484ff409f45b78f21209d,6384ac2d58e223539e9a158ca39d1db9,4007,sao paulo,SP,2018-08-15 18:06:55,I
215e8a070bc201ed868c5e7990191e54,4bf859da8228b3eca66a7ecf383c9ac7,13301,itu,SP,2018-08-15 18:16:51,I
c8e53439446de62f0372c338f29b8c80,ff4e1369e15a894e87ac95f0e1ff21a9,84165,castro,PR,2018-08-15 18:18:49,I
ba84f5aea90fa9fb6db4fdb90cee0692,18aefa83b07d1a2361169dfc50da053d,55002,caruaru,PE,2018-08-15 18:19:30,I
409a7199f800822fe76d8c313ada25cd,bd2b0f828049090848137ba7f0ce91c6,23040,rio de janeiro,RJ,2018-08-15 18:21:24,I
a464b0eca19ee9d50c583227d90941dc,56b2223fdb44fe84354175cfc2375dca,8752,mogi das cruzes,SP,2018-08-15 18:21:53,I
d870167097156772b8af23d558b4faa7,656ecc157fc75a9963d2d35d8c17dfaf,20040,rio de janeiro,RJ,2018-08-15 18:22:02,I
db91a791665fab255d516b921f1c826f,a32ab6ed820d51b18cfb895038f68220,11800,juquia,SP,2018-08-15 18:22:54,I
1516137a38d62194d55d7f4afc8498be,9845116b46a09e48f157a11f4f340280,89221,joinville,SC,2018-08-15 18:24:36,I
6067f23d5b56e42a5a825880f1c5e3e2,1db60a8466443840cba29a49e6654326,22710,rio de janeiro,RJ,2018-08-15 18:26:18,I
d6ae8fb84a31394c5efdbb375c1d49ab,5ee8fe956c2631afc0a1dcc1920d0e3d,25071,duque de caxias,RJ,2018-08-15 18:26:42,I
5837b288ad076175ff451a905d6153f9,4619a0062095f6d6946a97ae46be4782,4327,sao paulo,SP,2018-08-15 18:28:43,I
d3a853408a30f995900bcd86f3b13923,ed200e7b5f234f298db0b45bfc977b32,6826,embu das artes,SP,2018-08-15 18:32:13,I
