order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,AR_H_COMMIT_TIMESTAMP,OP
35feb4a5e2fa951053a5bf703cd631ef,4a958cac8a69ccf43953b9309bf8b762,delivered,2018-08-08 14:13:58,2018-08-08 14:25:17,2018-08-08 15:47:00,2018-08-14 00:02:49,2018-08-27,2018-08-14 00:02:49,U
d8ff993abef623e4c9956f245c4345e9,924a7950479b075b9605579a24456054,delivered,2018-08-04 04:59:37,2018-08-09 23:31:23,2018-08-06 18:18:00,2018-08-14 00:07:41,2018-08-16,2018-08-14 00:07:41,U
a16de84e54832907eaaa4084dd0d90d2,d483bba64e114461269d13a1cd94606e,delivered,2018-08-04 15:27:11,2018-08-04 15:44:06,2018-08-06 15:13:00,2018-08-14 00:08:30,2018-08-23,2018-08-14 00:08:30,U
c4ee82a6c0873cfdbe96e41596698248,c9be31eee5d42b016032f115e6640689,delivered,2018-08-03 12:28:01,2018-08-03 12:44:04,2018-08-07 14:24:00,2018-08-14 00:08:35,2018-08-15,2018-08-14 00:08:35,U
8ae7fd72ee36498f96e1ee38a3e1419e,a28de4ae5aaa106861049eaa591b8418,delivered,2018-07-30 21:57:17,2018-08-01 03:31:56,2018-08-06 11:54:00,2018-08-14 00:12:36,2018-08-27,2018-08-14 00:12:36,U
4313ba67282f2ba99c4b3c4f3e344595,4fe9a071f9509b1fb624febda3938108,delivered,2018-07-30 19:38:01,2018-08-01 03:31:56,2018-08-10 19:12:00,2018-08-14 00:13:46,2018-08-06,2018-08-14 00:13:46,U
9fc913ded51851d30a7ee9413e77d3c9,36bb86967d3a46938a1082eb16fe38d3,delivered,2018-08-08 16:23:28,2018-08-08 16:35:16,2018-08-09 14:52:00,2018-08-14 00:14:34,2018-08-20,2018-08-14 00:14:34,U
b7592da1b6c34d2b2404a7b6e8639376,99383db9c2af4cb2ad7503ec2f552c42,delivered,2018-08-05 21:58:38,2018-08-05 22:10:17,2018-08-07 15:42:00,2018-08-14 00:16:33,2018-08-15,2018-08-14 00:16:33,U
37404c7e8f026ab1b81aef92a59939b5,1098e13c3ac2b7d8b711ca1618cf31e4,delivered,2018-08-04 15:27:51,2018-08-05 15:24:25,2018-08-07 09:18:00,2018-08-14 00:16:47,2018-08-29,2018-08-14 00:16:47,U
c6e387c037a56bdb072d10c85f3f9fef,f1e32fb88dcd5796930da1b8d162494c,delivered,2018-08-05 22:15:47,2018-08-05 22:30:09,2018-08-07 14:02:00,2018-08-14 00:22:48,2018-08-15,2018-08-14 00:22:48,U
