order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,AR_H_COMMIT_TIMESTAMP,OP
ed14c3058d5e31989c9c093cfcdae0d6,1,8ba200c8b018e8205adf543699c02eac,70a12e78e608ac31179aea7f8422044b,2018-08-14 22:05:20,100.0,18.8,2018-08-06 22:06:25,I
e391abb7236a94efed4fc9ac3b2d4b32,1,7bdb28a55646012fb3348058d629d9bc,d23019c84ffae2d5ef2270367b8605fc,2018-08-08 22:24:47,59.9,38.47,2018-08-06 22:08:05,I
b28360b44929ee4de27af7329c403c58,1,2905bcccc19e845ff57663618d52febe,b2ac621f0d0322434d04a12b078b9369,2018-08-13 22:24:38,1309.0,33.03,2018-08-06 22:12:30,I
5f98eca70415773e1187c9309b38acda,1,183c95ad186f48c320bbac4643829d3f,cab85505710c7cb9b720bceb52b01cee,2018-08-09 22:10:22,49.9,18.45,2018-08-06 22:12:52,I
c83f1117bc97d473fec6e5d6ff5dce92,1,4c3ae5db49258df0784827bdacf3b396,d98eec89afa3380e14463da2aabaea72,2018-08-08 22:25:14,24.99,18.28,2018-08-06 22:14:59,I
717255f43d5c9b702e9bc8c7d03a82ad,1,b38b25d838ae0b8385e8cc68b9017644,fad44952713764836814be105382aee5,2018-08-08 22:30:16,180.0,16.36,2018-08-06 22:17:01,I
f838a927949e184c27e9965fdb239fcf,1,8bfcc2900410d032d52f24991311a009,dbc22125167c298ef99da25668e1011f,2018-08-08 22:30:10,39.9,13.62,2018-08-06 22:18:08,I
394038740b5a42db8607def1c170eed2,1,3745086e428495d12317f5864306279f,a2b5b6105ea5942300631d2e76f4ffe0,2018-08-08 22:30:12,42.2,13.88,2018-08-06 22:19:08,I
6c12fb27d4bdb7ed78460a2248e1fea8,1,cec09725da5ed01471d9a505e7389d37,4d6d651bd7684af3fffabd5f08d12e5a,2018-08-19 22:15:23,69.9,26.79,2018-08-06 22:21:16,I
3b881091c6fc2687191b01c705287c13,1,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-12 22:45:09,170.0,19.34,2018-08-06 22:25:10,I
ecb7b1b5d15cf872f986f88e7344d9ed,1,d6637aee74ba05e42bc17a047c335209,402916f742e5c740cc751493d9cf5053,2018-08-12 22:35:18,169.0,19.28,2018-08-06 22:25:21,I
fddac1185cdd53d496b4279d6fda1112,1,4532fa1bbe47099ce5c9e2313fb9bf2a,ea00f977a203ff88adf7057cb7806998,2018-08-09 04:31:21,19.99,12.8,2018-08-06 22:26:13,I
d9df7ac84c310a46b85f5c2f50216bc1,1,c1617123e66d2491ca93ceadfd36203e,b2479f944e1b90cf8a5de1bbfde284d6,2018-08-09 22:44:32,54.99,14.7,2018-08-06 22:26:17,I
