customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,AR_H_COMMIT_TIMESTAMP,OP
28e00e24d35fe6db0b53bfe88485ba26,0beb1b192f2d5650c944db52840677f9,87880,guairaca,PR,2018-08-14 06:32:44,I
34f5ffc25f144e1f6b9d0db0fa1050cb,c7c19110042036e6266adc998cbf1289,62580,acarau,CE,2018-08-14 06:44:34,I
560ab40a3d1ab0a2d570aa941266cf58,ba5b89861d3366860b9166e90706a09f,44720,miguel calmon,BA,2018-08-14 07:41:33,I
ce5b56c495944af078df7f4e10719be7,6bb7c9ac69dc13b436f413acec41a1b6,86640,cafeara,PR,2018-08-14 08:14:45,I
7b1d2286eac4c621d4c25dc9347c6dbe,707b8f5939d2711713ecdcc5c40e77b8,88803,criciuma,SC,2018-08-14 09:34:40,I
0fb2c6fb8cd166fd37f894932d1b744d,3f0a8616a74ac61fd87f3c0a49f36c0c,95900,lajeado,RS,2018-08-14 10:03:31,I
64e2751a4b553c0976e7b8b3e25df7d0,e1a21064a8b91ee53a57c3af1d71649f,31515,belo horizonte,MG,2018-08-14 10:10:51,I
7d3be011d4a41aacfcdc7399e67d15df,51ab4a2e23374ebf348c61ddde74cdc3,15980,dobrada,SP,2018-08-14 10:31:41,I
1c5ae5d9ecd145651526222e2bdb2fab,d6498e8462ab6bb5f5e4811e4765cabe,13069,campinas,SP,2018-08-14 10:37:46,I
306047e705d4a27a88e2419bb9f6480d,6a913f4df8666d4ee42547e14ae1f1c1,95910,lajeado,RS,2018-08-14 11:03:43,I
3e3f791730f212dfe837272bd313fb60,d1726b95ae82257fe0e7321949645321,35323,imbe de minas,MG,2018-08-14 11:04:00,I
f2bea5055b5b15b6b57d07408a1c454a,e60a2f22d58d6608ae46df3a7c65ce5b,1420,sao paulo,SP,2018-08-14 11:17:20,I
f97344eb0871c942a01e27afbec92beb,862b2c6ccf4352c087cd60cdac498b48,68626,paragominas,PA,2018-08-14 11:40:46,I
829ac87220f69e8e77ce44c3f4110288,ddc5c502bf2c3d88d51f22ec90c41dc0,15895,cedral,SP,2018-08-14 11:42:42,I
eacb0c4f63256a598da605d10fd5b17b,2e438ed54223fcca39c725b9a3e6376f,78890,sorriso,MT,2018-08-14 11:46:50,I
a14c53821824724db5ab1efc53be109b,d034b95cce3e920a2b8157c196e92505,24210,niteroi,RJ,2018-08-14 11:47:42,I
