order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,AR_H_COMMIT_TIMESTAMP,OP
73f1e1ca4cf1bf1290b466cec4ce767e,1,35537536ed2b4c561b4018bf3abf54e0,955fee9216a65b617aa5c0531780ce60,2018-08-14 06:24:44,390.0,15.03,2018-08-10 06:09:03,I
0d221dabf9051681797df7bba5701cb6,1,3354a4e684f5e7199f9407db70ccd92b,7a67c85e85bb2ce8582c35f2203ad736,2018-08-14 08:04:44,85.99,27.55,2018-08-10 07:24:55,I
ba4cf91b35e26a694108bfd8eebb2cec,1,5a11bc271d03e7a31cdd33d1d8580456,ccc4bbb5f32a6ab2b7066a4130f114e3,2018-08-15 08:04:46,296.89,18.27,2018-08-10 07:31:31,I
3220cd63fe43f4d8ec90a2f1a2925714,1,f521813909e310116b6b2f0b11f3dd44,09f952a5f58d2285b0372551ae8f9b01,2018-08-15 08:04:48,101.0,25.06,2018-08-10 07:37:44,I
aa964845f1de8125410aea8b73e9e1ec,1,3bed6bc2893ec6b0858eb24e4ea9b371,8d956fec2e4337affcb520f56fd8cbfd,2018-08-14 07:55:14,19.95,7.4,2018-08-10 07:43:34,I
1f612bff4d56e027d312b7e884ed03b1,1,c4444723412f21a52a81a4c14eadc0fa,92eb0f42c21942b6552362b9b114707d,2018-08-24 02:44:33,13.97,7.39,2018-08-10 07:46:01,I
3255bbc82834f5babe538cf6d868e831,1,83b23a333b811855258c5ec9431f6d3e,1da3aeb70d7989d1e6d9b0e887f97c23,2018-08-16 08:04:44,16.0,17.06,2018-08-10 07:46:38,I
1014139cb79293614f86603cc2c0b2f5,1,779dd392d4fbe5ca656bf3ceabecbf0b,1a932caad4f9d804097d7f8e615baed1,2018-08-14 08:10:18,150.0,17.32,2018-08-10 07:58:37,I
bbf2cbe3fa966e8988c2ff247b7a3330,1,55bfa0307d7a46bed72c492259921231,343e716476e3748b069f980efbaa294e,2018-08-16 20:25:11,46.9,16.52,2018-08-10 08:00:25,I
94da085d2799047c766f7df765931c49,1,95ed6f297ce9eff502631d01905cbd9e,808d4348b916efa08e766ebad39f61eb,2018-08-20 04:35:17,19.9,15.24,2018-08-10 08:01:54,I
6417f67a71244b412018b626fcb084ee,1,a94567e6e87ea78a1be38458e59847dd,dbd66278cbfe1aa1000f90a217ca4695,2018-08-14 08:25:09,39.9,37.19,2018-08-10 08:09:28,I
09b9364d966593e51c1edead847fd220,1,1600dcf1cea8c0c83702e07b577ab231,6560211a19b47992c3666cc44a7e94c0,2018-08-14 15:45:53,44.0,8.95,2018-08-10 08:13:28,I
09b9364d966593e51c1edead847fd220,2,e57eb018e37376580079825eb29a3419,b1fc4f64df5a0e8b6913ab38803c57a9,2018-08-20 15:45:53,117.87,22.39,2018-08-10 08:13:28,I
291581a794f0e6ee707314d0a2cbc1c7,1,0d0bc6cf9765ffe8b4d3103138c96cdd,179d859f51292aac5c10806a356f7af9,2018-08-16 04:30:24,17.49,15.23,2018-08-10 08:31:16,I
6be749c0e984143242faa174d084889f,1,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-16 08:50:10,199.0,24.54,2018-08-10 08:35:14,I
477749bcfe4bc5261ca38dd7fad8859b,1,cd38d11012543d1a98cc357a3bbbb1cb,c33847515fa6305ce6feb1e818569f13,2018-08-14 02:55:17,79.0,27.5,2018-08-10 08:56:30,I
05f44408d29a64126c4abc87d2b2b038,1,12b5c5d13512ad7cae70181fc503f42e,1d4587203296c8f4ad134dc286fa6db0,2018-08-15 09:55:22,95.9,7.93,2018-08-10 09:00:42,I
e9dba6bfcfe93b3c8e6f4ab356cb90df,1,ac8d637154b9a2717786c0f933d4c7da,c9c7905cffc4ef9ff9f113554423e671,2018-08-14 09:55:16,89.99,19.82,2018-08-10 09:06:25,I
