customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,AR_H_COMMIT_TIMESTAMP,OP
e1692eb72952a0a14c8abe0af6416b8f,b9c403175f57580c5d6e62913bb17f6b,14400,franca,SP,2018-08-09 21:08:49,I
e4721017946d3258fc32c6f690a565bd,fdd6823da7d7bfc5894949a188c93032,4533,sao paulo,SP,2018-08-09 21:08:51,I
80ba7144e275fc24797e4516f48f2bcc,e2542b47a9b6e0496e93085ca01f8c9f,58030,joao pessoa,PB,2018-08-09 21:11:45,I
75e490ed3784567b2dd4bd3b3fbdf6f6,1097546f28572d77f622b106a224f1d3,29149,cariacica,ES,2018-08-09 21:12:23,I
57881a5d221c6786c46880c5358abb30,f1acddb13b0339763b3af4497f769ac4,13211,jundiai,SP,2018-08-09 21:15:47,I
f82d1df095bf073a1298faed123b844b,cac4417e011d1b0b40bc97d3259cf6c9,44950,uibai,BA,2018-08-09 21:15:51,I
6ac4f4b8a8559141e69a781be84aacee,9d7b7634f5b8ca6256a702c210021d28,17501,marilia,SP,2018-08-09 21:18:36,I
75d3dd3b7505875bb7eada66fe90e044,0e9e72213d303d0ec8629dc2c6f4b234,15076,sao jose do rio preto,SP,2018-08-09 21:18:49,I
590fb09b045f7fad50f7145578bf8fb4,8bfb6d6aa89f79427a03214069590a23,89802,chapeco,SC,2018-08-09 21:20:30,I
f6365c594e14b2f842241a4845631c38,1e2ffe198fd3615aa1e280a9543a40f3,26185,belford roxo,RJ,2018-08-09 21:21:58,I
62817d108deb252360c3ba76fe55875d,1eb299821235e3be253d50689d517061,13206,jundiai,SP,2018-08-09 21:32:05,I
f5498d05cf105bdd3bc601ff77601d7b,e428b46d4645f1d7db520d95b2e446ee,8735,mogi das cruzes,SP,2018-08-09 21:34:50,I
0d1ee76cb9ade0437e79b7d5e081f70d,5549e9f67a5d7feb36b0a0c05d12a77b,95588,xangri-la,RS,2018-08-09 21:36:32,I
