review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,AR_H_COMMIT_TIMESTAMP,OP
2a195b026ae9a97c275c8a6b748d81ea,4959c38155b6320f1e4bd741132334e0,4,,,2018-08-10,2018-08-10 21:14:08,2018-08-10,I
52c967c50e3040b61baea82cbc632e6b,b44c0f4d0cdb8ae7289069d703ca6db8,1,Pedido incomplete.,Fiz o pedido de duas lumimarias e só recebi uma.,2018-08-10,2018-08-14 11:24:40,2018-08-10,I
b5ca827d5ec9f58978e7631f95680377,788fdf598d5dbd1de9c4865b1b1824bd,5,,,2018-08-10,2018-08-11 01:39:30,2018-08-10,I
499653fda2b9fb0da1b7f8b3728634ca,230cb5ffb43a10662e4b64e7d02cd171,1,,,2018-08-10,2018-08-14 16:45:30,2018-08-10,I
3c7c2e92174ede46ad0aba667e33d1a8,1cdcd38020c62cfc2ba884e5a23eaa0e,4,SHOW,SHOW,2018-08-10,2018-08-12 00:55:06,2018-08-10,I
d04ee3fbd4d019d9a116c111de74e524,f1ffa84db833c490ced2c3bc52b1b833,5,"Boa compra, recomendo!",,2018-08-10,2018-08-13 12:29:28,2018-08-10,I
2339bdf3242cc938a679ea97d7f4bf9d,f299ec6360351d71a661e17e4322500c,5,,,2018-08-10,2018-08-10 20:02:30,2018-08-10,I
a3a67e8935adca4d81bb118830cd8861,2fa5e9f6c4873828710c581b86281125,5,,,2018-08-10,2018-08-13 00:03:17,2018-08-10,I
ea53de1722fff5127f7a879e308b1b01,31938103922393f681c7f0c0fc14cd20,1,Mercadoria quebrada,O produto chegou com a voltagem errada e quebrado. Aguardo a troca da mercadoria.,2018-08-10,2018-08-13 10:50:55,2018-08-10,I
37f323420399e7f09726c66d99bfb87a,f5812a9fb42759e8e49d17f11e9d18ad,5,,,2018-08-10,2018-08-11 11:22:55,2018-08-10,I
4c23027b28a65ccbd7564cef3c33896d,fd54537438233bc798bd3fdac32bcfd9,5,Ótimo ,,2018-08-10,2018-08-12 23:24:21,2018-08-10,I
